source,year,month,day,hour,minute,second,epicenter constraint,latitude,longitude,depth,mb,Ms,mag_1,mag_type_1,mag_source_1,mag_2,mag_type_2,mag_source_2,FE  region,precision,MMI,felt,unknown
USHIS,1958,5,24,23,4,47,,40.3,-124.05,,,,4.9,ML,BRK,,,,35,A,5,F,3
USHIS,1958,5,25,0,35,23,,51.48,-177.42,0,,,5.62,UK,PAS,,,,7,D,.,.,3
USHIS,1958,5,25,14,54,30,,51.27,-177.11,0,,,5.63,UK,PAS,,,,7,C,.,.,3
USHIS,1958,5,26,10,56,45,,53.26,-169.61,130,,,6.13,UK,PAS,,,,9,C,.,.,3
USHIS,1958,5,28,16,45,54,,46.5,-113,,,,4.4,ML,EPB,,,,456,D,6,F,3
USHIS,1958,5,30,18,4,53,,52.73,-168.62,0,,,6.13,UK,PAS,,,,9,C,.,.,3
USHIS,1958,6,1,18,21,17.5,,60.57,-143.56,0,,,,,,,,,2,C,.,.,0
USHIS,1958,6,4,14,29,54,,52.69,-167.22,19,,,6.13,UK,PAS,,,,9,C,.,.,3
USHIS,1958,6,8,0,38,53,,53.2,-166.79,,,,6,MS,ROT,,,,9,C,.,.,3
USHIS,1958,6,9,15,59,6,,52.95,-167.22,,,,,,,,,,9,D,.,.,0
USHIS,1958,6,10,0,10,30,,52.95,-167.25,0,,,,,,,,,9,D,.,.,0
USHIS,1958,6,12,20,53,1,,52.98,-166.97,,,,6.5,UK,PAS,,,,9,C,.,.,3
USHIS,1958,6,12,21,34,12,,53.4,-166.3,200,,,5.5,MS,ROT,,,,9,D,.,.,3
USHIS,1958,7,1,5,53,14,,51.59,-176.87,67,,,6,UK,PAS,,,,7,C,.,.,3
USHIS,1958,7,7,5,16,2,,50.06,179.94,0,,,5.5,MS,ROT,,,,6,D,.,.,3
USHIS,1958,7,10,6,15,53.6,,58.34,-136.52,0,,,8.27,Mw,KAN,7.9,MS,ABE,19,B,11,F,4
USHIS,1958,7,13,8,10,1.7,,57.91,-136.95,0,,,5.63,UK,BRK,,,,19,C,.,F,3
USHIS,1958,7,14,5,25,55.3,,34.348,-119.492,16,,,4.7,ML,PAS,,,,43,A,5,F,3
USHIS,1958,7,17,19,2,13,,51.54,-176.68,0,,,5.75,UK,BRK,,,,7,C,.,.,3
USHIS,1958,7,17,20,59,24,,51.45,-176.69,0,,,6,UK,BRK,,,,7,C,.,.,3
USHIS,1958,7,18,0,39,21,,51.45,-176.6,,,,5.75,UK,BRK,,,,7,C,.,.,3
USHIS,1958,7,21,14,37,24,,51.5,-178.43,57,,,6.25,UK,BRK,,,,7,C,.,.,3
USHIS,1958,7,24,13,8,5,,52.74,-169.77,0,,,5.75,UK,MAT,,,,9,C,.,.,3
USHIS,1958,8,13,20,12,59,,50.59,-177.75,0,,,6.4,UK,PAS,,,,7,C,.,.,3
USHIS,1958,8,14,14,55,12,,51.59,-175.39,0,,,6.5,UK,PAS,,,,7,C,.,.,3
USHIS,1958,8,16,13,17,54,,51.43,-176.11,0,,,6.13,UK,PAS,,,,7,C,.,.,3
USHIS,1958,8,17,9,8,35,,51.38,-176.23,0,,,6,MS,ROT,,,,7,C,.,F,3
USHIS,1958,8,31,23,0,17,,63.22,-144.32,17,,,5.9,UK,BRK,,,,1,B,5,F,3
USHIS,1958,9,9,22,23,36,,53.97,171.14,0,,,,,,,,,5,C,.,.,0
USHIS,1958,9,21,7,24,55,,36.35,-121.117,,,,4.6,ML,BRK,,,,39,B,6,F,3
USHIS,1958,9,24,3,44,17.6,,59.63,-142.93,0,,,6.25,UK,PAS,,,,15,C,.,.,3
USHIS,1958,10,1,17,47,17,,52.67,-165.4,0,,,6.25,UK,PAS,,,,16,C,.,.,3
USHIS,1958,10,1,21,42,11,,39.567,-120.3,,,,4.6,ML,BRK,,,,36,A,6,F,3
USHIS,1958,10,7,5,7,52,,46.716,-124.033,,,,3.3,ML,EPB,,,,27,C,6,F,3
USHIS,1958,10,10,13,5,16,,35.933,-120.5,,,,4.5,ML,BRK,,,,39,A,5,F,3
USHIS,1958,10,20,0,55,32,,51.9,-175.15,0,,,5.7,UK,UPP,,,,7,C,.,F,3
USHIS,1958,10,28,23,50,7,,51.53,179.3,0,,,5.75,UK,MAT,,,,6,C,.,.,3
USHIS,1958,10,29,7,44,10,,51.49,179.41,0,,,6.25,UK,PAS,,,,6,C,.,.,3
USHIS,1958,10,29,7,55,13,,51.37,179.15,0,,,,,,,,,6,C,.,.,0
USHIS,1958,11,2,10,44,47,,51.57,-175.19,0,,,5.63,UK,MAT,,,,7,C,.,.,3
USHIS,1958,11,8,2,41,12.6,,38.436,-88.008,5,,,4.4,FA,SC,,,,488,C,6,F,3
USHIS,1958,11,18,7,45,22,,51.66,179.37,0,,,5.75,UK,MAT,,,,6,C,.,.,3
USHIS,1958,11,19,15,2,15.7,,60.46,-150.91,46,,,5.9,MS,ROT,,,,14,C,.,F,3
USHIS,1958,12,1,3,21,18,,32.25,-115.75,16,,,5.8,ML,PAS,,,,45,A,6,F,3
USHIS,1958,12,11,9,52,27,,37.7,-122.567,,,,4.7,ML,BRK,,,,39,A,6,F,3
USHIS,1958,12,19,18,36,24,,51.46,-177.68,0,,,5.6,UK,MAT,,,,7,C,.,.,3
USHIS,1958,12,27,19,17,24,Z,19.783,-155.117,45,,,4.5,ML,HVO,,,,613,F,3,F,3
USHIS,1959,1,5,12,36,3.3,,36.148,-118.025,3,,,4.53,Mw,TH,4.7,ML,PAS,39,A,5,F,4
USHIS,1959,1,16,1,31,26,,52.34,-177.11,41,,,6.2,MS,ROT,,,,7,C,.,.,3
USHIS,1959,1,29,20,21,27,,51.88,-173.79,0,,,5.88,UK,PAS,,,,7,C,.,.,3
USHIS,1959,1,29,20,58,20,,52.14,-173.86,0,,,5.5,UK,PAS,,,,7,C,.,.,3
USHIS,1959,2,5,1,4,50.5,,57.43,-156.88,68,,,,,,,,,12,C,.,.,0
USHIS,1959,2,6,14,33,5,,51.72,-176.02,44,,,6,UK,PAS,,,,7,C,.,.,3
USHIS,1959,2,9,4,42,35,,50,-177.64,0,,,6.2,MS,ROT,,,,7,C,.,.,3
USHIS,1959,2,17,12,3,4,,51.1,-171.23,,,,6.13,UK,PAS,,,,9,C,.,.,3
USHIS,1959,2,20,6,0,28,,19.35,-155.15,5,,,4.5,ML,HVO,,,,613,B,3,F,3
USHIS,1959,2,27,22,19,52,,38,-112.5,,,,,,,,,,478,C,6,F,0
USHIS,1959,2,28,1,32,24,,53.02,-168.06,0,,,5.5,UK,MAT,,,,9,D,.,.,3
USHIS,1959,3,2,23,27,17,,36.983,-121.6,,,,5.3,ML,BRK,,,,39,A,6,F,3
USHIS,1959,3,23,7,10,20,,39.6,-118.02,,,,6.3,ML,BRK,,,,37,B,6,F,3
USHIS,1959,4,1,18,18,30,,39.717,-120.2,,,,5.6,ML,BRK,,,,36,A,7,F,3
USHIS,1959,4,6,6,8,22,,39.3,-123.2,,,,3.6,ML,BRK,,,,35,C,6,F,3
USHIS,1959,4,14,7,20,27.3,,57.95,-155.01,67,,,6,MS,ROT,,,,12,C,.,.,3
USHIS,1959,4,19,15,3,30.7,,58.2,-151.74,37,,,6.25,UK,PAS,,,,13,C,.,.,3
USHIS,1959,4,22,10,55,11,,53.8,-166.87,51,,,6,UK,PAS,,,,9,C,.,.,3
USHIS,1959,4,23,20,58,39.5,,37.395,-80.682,1,,,3.9,FA,SC,,,,491,B,6,F,3
USHIS,1959,5,12,21,40,23,,51.54,-177.14,0,,,5.8,MS,ROT,,,,7,C,.,.,3
USHIS,1959,5,12,21,59,56,,51.21,-176.95,0,,,6,UK,PAS,,,,7,C,.,.,3
USHIS,1959,5,18,7,24,8,,52.51,173.69,0,,,6.1,MS,ROT,,,,5,C,.,.,3
USHIS,1959,5,21,17,51,40,,39.47,-118.12,,,,4.8,ML,BRK,,,,37,B,.,.,3
USHIS,1959,5,26,15,58,1,,36.717,-121.617,,,,4.6,ML,BRK,,,,39,B,6,F,3
USHIS,1959,6,1,16,35,36,,32.717,-116.033,16,,,4.6,ML,PAS,,,,45,B,.,.,3
USHIS,1959,6,2,18,49,0,,43.7,-119.7,,,,4.7,ML,BRK,,,,32,C,.,.,3
USHIS,1959,6,4,12,31,56.4,,59.98,-152.7,99,,,5.5,UK,PAS,,,,2,C,3,F,3
USHIS,1959,6,14,1,26,32,,39.667,-120.55,,,,4.5,ML,BRK,,,,36,A,5,F,3
USHIS,1959,6,17,10,27,10.6,,34.639,-98.055,5,,,4.2,FA,SC,,,,499,B,6,F,3
USHIS,1959,6,18,0,29,40,,37.55,-118.567,,,,4.7,ML,PAS,,,,40,B,5,F,3
USHIS,1959,6,23,14,35,0,,39.08,-118.82,,,,6.1,ML,BRK,,,,37,A,6,F,3
USHIS,1959,6,23,15,4,34,,39.1,-118.8,,,,5.5,ML,BRK,,,,37,C,5,F,3
USHIS,1959,7,1,23,49,23.4,,35.185,-119.1,9,,,4.26,Mw,TH,4.7,ML,PAS,39,B,5,F,4
USHIS,1959,7,13,12,28,47,,52.01,-172,0,,,6.5,UK,PAS,,,,7,C,.,.,3
USHIS,1959,7,14,11,33,51.4,,56.83,-157.73,43,,,,,,,,,12,C,.,.,0
USHIS,1959,7,16,15,17,28,,50.47,-177.32,0,,,,,,,,,7,C,.,.,0
USHIS,1959,7,21,17,39,29,,36.8,-112.37,0,,,5.6,ML,PAS,,,,42,C,6,F,3
USHIS,1959,7,24,1,23,9,,41.133,-125.3,,,,5.8,ML,BRK,,,,34,A,4,F,3
USHIS,1959,8,3,6,8,36.8,,33.054,-80.126,1,,,4.4,FA,DG,,,,511,C,6,F,3
USHIS,1959,8,4,7,36,59,,37.35,-118.55,16,,,4.55,Mw,TH,5.2,ML,PAS,40,B,5,F,4
USHIS,1959,8,4,23,53,30,,45.683,-122.267,,,,4.7,ML,EPB,,,,28,C,5,F,3
USHIS,1959,8,6,3,44,35,,47.817,-120,,,,4.4,ML,EPB,,,,29,C,6,F,3
USHIS,1959,8,7,10,43,31.1,,56.41,-153.58,0,,,5.75,UK,PAS,,,,13,C,.,.,3
USHIS,1959,8,7,21,45,25.5,,56.45,-153.51,0,,,6,MS,ROT,,,,13,C,.,.,3
USHIS,1959,8,12,18,6,1.4,,34.789,-86.562,5,,,3.8,FA,SC,,,,507,C,6,F,3
USHIS,1959,8,18,6,37,13.5,,44.712,-111.215,5,,,7.3,Mw,DSR,7.7,ML,BOT,458,A,10,F,4
USHIS,1959,8,18,7,56,16.8,,44.699,-110.705,5,,,6.5,UK,BRK,,,,459,B,.,F,3
USHIS,1959,8,18,8,41,47.5,,44.854,-111.049,5,,,6,UK,BRK,,,,458,B,6,F,3
USHIS,1959,8,18,11,3,48.1,,44.719,-110.85,5,,,5.6,UK,BRK,,,,459,A,.,F,3
USHIS,1959,8,18,15,26,5.9,,44.721,-110.871,5,,,6.29,Mw,DSR,6.5,UK,PAS,459,A,.,F,4
USHIS,1959,8,19,4,4,1.7,,44.648,-110.84,5,,,5.99,Mw,DOR,6,UK,BRK,459,A,5,F,4
USHIS,1959,8,19,19,6,27,,44.818,-111.588,5,,,5,UK,BRK,,,,458,B,5,F,3
USHIS,1959,8,19,19,43,47.2,,44.756,-110.96,5,,,5,UK,BRK,,,,459,B,.,F,3
USHIS,1959,8,19,21,45,57.4,,44.773,-111.606,5,,,4.7,UK,BRK,,,,458,B,.,F,3
USHIS,1959,8,20,19,11,26.8,,44.704,-111.678,5,,,5,UK,BRK,,,,458,B,5,F,3
USHIS,1959,8,21,0,28,17,,44.8,-124.7,,,,4.6,ML,BRK,,,,31,C,.,.,3
USHIS,1959,8,23,8,40,0,Z,44.7,-111.2,,,,,,,,,,458,G,6,F,0
USHIS,1959,8,28,12,7,47.4,,63.42,-148.85,44,,,6,MS,ROT,,,,1,C,.,F,3
USHIS,1959,9,5,12,4,0,Z,44.7,-111.2,,,,,,,,,,458,G,6,F,0
USHIS,1959,9,5,21,28,41,,51.3,179.36,0,,,5.63,UK,MAT,,,,6,C,.,.,3
USHIS,1959,9,13,19,49,34.8,,44.722,-111.127,5,,,4.4,ML,EPB,,,,458,B,6,F,3
USHIS,1959,9,21,16,16,19.9,,62.47,-158.68,0,,,5.5,MS,ROT,,,,1,D,.,.,3
USHIS,1959,9,26,8,20,48,,43.7,-128.3,,,,6.1,ML,BRK,,,,30,C,.,.,3
USHIS,1959,10,1,4,35,35,,34.455,-120.522,14,,,4.5,ML,PAS,,,,43,A,5,F,3
USHIS,1959,10,8,2,35,21,,52.35,-170.81,0,,,,,,,,,9,C,.,.,0
USHIS,1959,10,13,8,15,0,,35.5,-111.5,,5,,5,ML,PAS,,,,495,D,5,F,3
USHIS,1959,10,24,15,35,15.3,,35.745,-118.023,7,,,4.2,ML,PAS,,,,39,A,6,F,3
USHIS,1959,10,27,2,7,28,Z,34.5,-80.2,,,,3.9,FA,SC,,,,511,G,6,F,3
USHIS,1959,10,31,19,42,14,,41.3,-125.5,,,,4.5,ML,BRK,,,,34,C,.,.,3
USHIS,1959,11,3,17,3,8,Z,44.7,-111.2,,,,,,,,,,458,G,6,F,0
USHIS,1959,11,23,18,15,25,,46.667,-121.75,,,,4.8,ML,EPB,,,,29,C,5,F,3
USHIS,1959,11,30,15,18,36.2,,59.73,-151.29,0,,,6.1,MS,ROT,,,,14,C,.,F,3
USHIS,1959,12,5,8,13,42,,40.3,-125.417,,,,5.1,ML,BRK,,,,34,B,5,F,3
USHIS,1959,12,14,22,0,51,,52.45,-168.21,0,,,6.4,MS,ROT,,,,9,C,.,.,3
USHIS,1959,12,18,16,24,50,,52.56,-168.39,0,,,6.5,UK,PAS,,,,9,C,.,.,3
USHIS,1959,12,22,2,38,57,,40.267,-124.517,,,,4.7,ML,BRK,,,,35,B,5,F,3
USHIS,1959,12,23,3,49,7.5,,56.45,-157.64,55,,,,,,,,,12,C,.,.,0
USHIS,1959,12,26,18,19,7.8,,59.67,-151.26,0,,,6.25,UK,PAS,,,,14,C,3,F,3
USHIS,1959,12,29,2,32,53,,36.9,-121.483,,,,4.7,ML,BRK,,,,39,A,6,F,3
USHIS,1960,1,13,16,29,42,,51.73,179.93,0,,,,,,,,,6,C,.,.,0
USHIS,1960,1,16,20,49,31.1,,63.29,-150.41,125,,,5.9,MS,ROT,,,,1,B,3,F,3
USHIS,1960,1,19,4,26,49.2,,19.32,-155.67,7,,,4.5,ML,HVO,,,,613,C,3,F,3
USHIS,1960,1,20,3,25,53,,36.783,-121.433,,,,5,ML,BRK,,,,39,A,6,F,3
USHIS,1960,1,26,4,17,36,,38,-116.5,,,,4.9,ML,BRK,,,,37,D,.,.,3
USHIS,1960,2,19,5,9,28.1,,60.87,-150.36,44,,,,,,,,,14,C,5,F,0
USHIS,1960,2,26,23,29,24,,51.32,-177.97,0,,,6.13,UK,PAS,,,,7,C,.,F,3
USHIS,1960,2,27,8,10,4,,51.53,-177.96,0,,,6.1,MS,ROT,,,,7,C,.,F,3
USHIS,1960,3,4,2,15,58,,50.6,-176.85,0,,,5.9,MS,ROT,,,,7,C,.,.,3
USHIS,1960,3,15,9,20,56,,50.64,-174.55,0,,,,,,,,,7,C,.,.,0
USHIS,1960,4,10,20,26,11,,52.88,-167.05,0,,,,,,,,,9,C,.,.,0
USHIS,1960,4,11,6,47,35,,47.567,-122.25,,,,3.6,MD,YEL,,,,29,C,6,F,3
USHIS,1960,5,13,16,7,11.2,,54.81,-161.35,0,,,6.25,UK,PAS,,,,12,C,4,F,3
USHIS,1960,6,5,7,47,7,,37.517,-118.733,16,,,4.91,Mw,TH,5.2,ML,PAS,40,B,5,F,4
USHIS,1960,6,6,1,17,45.5,,40.84,-124.91,0,,,5.7,ML,BRK,,,,35,A,6,F,3
USHIS,1960,6,17,16,35,33,,51.9,-173.15,0,,,6.13,UK,PAS,,,,7,C,.,F,3
USHIS,1960,6,22,23,28,47,,51.68,-173.43,0,,,6.13,UK,PAS,,,,7,C,.,.,3
USHIS,1960,6,29,17,6,57,,52.69,-168.04,0,,,5.9,MS,ROT,,,,9,C,.,.,3
USHIS,1960,6,30,19,58,37.7,,60.3,-150.9,55,,,5.9,MS,ROT,,,,14,B,.,F,3
USHIS,1960,7,1,22,13,44.6,,35.147,-117.132,8,,,4.5,ML,PAS,,,,39,A,.,.,3
USHIS,1960,7,3,20,20,46,,50.28,-177.1,0,,,6.9,mb,ABE,,,,7,C,.,F,3
USHIS,1960,7,3,22,52,24,,50.28,-177.19,0,,,,,,,,,7,C,.,.,0
USHIS,1960,7,5,5,7,56,,51.5,-178.27,0,,,,,,,,,7,C,.,.,0
USHIS,1960,7,23,14,15,0,,34.35,-106.85,,,,,,,,,,496,C,6,F,0
USHIS,1960,8,2,6,14,45,,51.61,-178.3,0,,,,,,,,,7,C,.,F,0
USHIS,1960,8,4,7,34,48,,51.41,179.04,0,,,6.13,UK,PAS,,,,6,C,.,F,3
USHIS,1960,8,4,14,5,28.7,,51.4,178.9,34,,,,,,,,,6,D,.,.,0
USHIS,1960,8,5,22,27,41,,51.34,178.83,52,,,5.7,UK,MAT,,,,6,C,.,.,3
USHIS,1960,8,7,16,27,16.2,,42.4,-111.5,49,,,,,,,,,457,C,6,F,0
USHIS,1960,8,9,7,39,18,,40.317,-127.067,,,,6.2,ML,BRK,,,,34,B,5,F,3
USHIS,1960,8,25,17,41,54,,52.52,-169.67,0,,,6,MS,ROT,,,,9,C,.,.,3
USHIS,1960,9,1,15,37,13,,56.25,-153.59,0,,,6.13,UK,PAS,,,,13,C,.,.,3
USHIS,1960,9,2,22,2,44,,52.21,-171.51,0,,,5.88,UK,PAS,,,,9,C,.,.,3
USHIS,1960,9,10,15,6,32.5,,47.7,-122.7,25,,,4.6,MD,YEL,,,,29,C,6,F,3
USHIS,1960,9,12,2,44,39.7,,60.5,-153.8,195,,,5.5,MS,ROT,,,,2,D,4,F,3
USHIS,1960,10,1,16,10,52,,51.79,-172.4,0,,,6.5,UK,PAS,,,,7,C,.,.,3
USHIS,1960,10,11,8,5,30.5,,38.3,-107.6,49,,,5.5,mb,BRK,,,,479,C,6,F,3
USHIS,1960,10,14,21,19,13,,51.83,-172.25,41,,,6.5,UK,PAS,,,,7,C,.,.,3
USHIS,1960,11,6,22,10,3,,52.69,-168.07,0,,,6.2,MS,ROT,,,,9,C,.,.,3
USHIS,1960,11,8,11,36,27,,44.9,-125.2,,,,5,ML,BRK,,,,30,C,4,F,3
USHIS,1960,11,13,9,20,30.9,,51.23,-168.86,0,,,6.7,MS,ABE,,,,9,B,.,.,3
USHIS,1960,12,3,7,7,42.6,,52.7,-177.4,160,,,5.5,MS,ROT,,,,7,D,3,F,3
USHIS,1960,12,21,14,39,58.9,,61.81,-152.35,100,,,5.75,UK,PAS,,,,2,C,.,F,3
USHIS,1960,12,25,12,56,27.8,,19.222,-155.764,1,,,4.5,ML,HVO,,,,613,B,3,F,3
USHIS,1960,12,27,10,35,26,,41.517,-125.05,,,,5.4,ML,BRK,,,,34,B,5,F,3
USHIS,1960,12,27,11,8,44,,41.5,-125,,,,4.7,ML,BRK,,,,34,C,.,.,3
USHIS,1961,1,5,14,6,32,,51.83,-175.94,51,,,6.75,UK,PAS,,,,7,C,.,F,3
USHIS,1961,1,11,11,59,52,,51.98,-170.87,0,,,6.2,MS,ROT,,,,9,C,.,.,3
USHIS,1961,1,12,14,13,30.9,,57.81,-155.47,75,,,,,,,,,12,C,.,.,0
USHIS,1961,1,14,16,38,54.8,,53.9,-163.4,38,,,5.75,UK,PAL,,,,10,C,.,.,3
USHIS,1961,1,20,17,9,12.3,,56.52,-152.42,0,,,6.38,UK,PAS,,,,13,C,.,.,3
USHIS,1961,1,21,11,39,36.8,,19.225,-155.666,10,,,4.6,ML,HVO,,,,613,B,3,F,3
USHIS,1961,1,28,8,12,46.2,,35.778,-118.048,6,,,5.3,ML,PAS,,,,39,A,6,F,3
USHIS,1961,1,29,13,23,54.7,,52,-175.9,41,,,,,,,,,7,D,.,.,0
USHIS,1961,1,30,12,12,36.3,,65.23,-150.25,0,,,5.5,UK,PAL,,,,676,C,5,F,3
USHIS,1961,1,31,0,48,35.5,,56.17,-153.77,0,,,6.25,UK,PAS,,,,13,C,.,.,3
USHIS,1961,2,2,0,4,16,,37.45,-118.633,16,,,5.3,ML,PAS,,,,40,A,5,F,3
USHIS,1961,2,2,0,7,42,,37.417,-118.667,16,,,5.1,ML,PAS,,,,40,B,5,F,3
USHIS,1961,2,27,13,6,35.8,,52.7,-168.8,56,,,,,,,,,9,C,.,.,0
USHIS,1961,3,28,12,29,15,,51.9,-176.15,62,,,6.25,UK,PAS,,,,7,C,.,F,3
USHIS,1961,4,6,4,4,45,,40.183,-124.75,,,,5.1,ML,BRK,,,,35,B,5,F,3
USHIS,1961,4,9,7,23,16,,36.683,-121.3,,,,5.6,ML,BRK,,,,39,A,7,F,3
USHIS,1961,4,9,7,25,41,,36.683,-121.3,,,,5.5,ML,BRK,,,,39,C,7,F,3
USHIS,1961,4,16,5,2,39.3,,39.33,-111.65,,,,,,,,,,478,C,6,F,0
USHIS,1961,4,21,21,26,42.1,,51.9,-173.9,36,,,5.63,UK,PAL,,,,7,C,.,.,3
USHIS,1961,4,29,9,19,30,,40.417,-127.45,,,,5.5,ML,BRK,,,,34,C,.,.,3
USHIS,1961,5,17,19,29,19.3,,52.2,173.9,21,,,6,UK,PAS,,,,5,C,.,F,3
USHIS,1961,6,18,8,12,7.1,,32.4,-112.5,,,,4.7,ML,PAS,,,,46,D,.,.,3
USHIS,1961,6,26,14,47,21,,52.08,174.62,0,,,6.2,MS,ROT,,,,5,C,.,.,3
USHIS,1961,6,29,14,2,42.5,,52.4,-173.4,76,,,,,,,,,7,C,.,.,0
USHIS,1961,7,3,7,6,0,,34.1,-106.95,,,,,,,,,,496,C,6,F,0
USHIS,1961,7,4,4,56,0,,40.9,-118.4,,,,5.4,ML,BRK,,,,37,C,5,F,3
USHIS,1961,7,4,11,9,11,,40.13,-118.6,,,,5,ML,BRK,,,,37,A,4,F,3
USHIS,1961,7,23,15,24,15.5,,19.377,-155.282,26,,,4.6,ML,HVO,,,,613,A,5,F,3
USHIS,1961,7,31,0,7,8,,35.817,-120.367,,,,4.7,ML,BRK,,,,39,B,5,F,3
USHIS,1961,8,4,16,56,9.1,,39.2,-117.4,12,,,4.5,ML,BRK,,,,37,C,.,.,3
USHIS,1961,8,8,12,18,19,,51.15,-170.63,0,,,6.13,UK,PAS,,,,9,C,.,.,3
USHIS,1961,8,19,4,56,24.1,,44.7,-122.5,33,,,4.5,UK,PAS,,,,32,C,6,F,3
USHIS,1961,8,23,1,0,47.8,,33.05,-116.238,12,,,4.59,Mw,WYS,4.7,ML,PAS,43,B,5,F,4
USHIS,1961,8,23,17,59,47,,42.4,-123.2,,,,4.6,ML,BRK,,,,32,C,.,.,3
USHIS,1961,8,25,6,59,27.6,,53.52,-161.26,0,,,,,,,,,17,C,.,.,0
USHIS,1961,9,2,0,26,3,,52.18,-171.05,0,,,5.5,UK,MAT,,,,9,C,.,.,3
USHIS,1961,9,4,9,49,15,,51.58,-178.25,52,,,6.25,UK,BRK,,,,7,C,.,.,3
USHIS,1961,9,5,11,34,31.4,,59.77,-150.8,0,,,6.13,UK,PAS,,,,14,B,6,F,3
USHIS,1961,9,11,2,46,50.3,,51.4,180,60,,,5.9,MS,ROT,,,,7,C,.,.,3
USHIS,1961,9,12,19,18,45.5,,32.567,-115.452,12,,,4.8,ML,PAS,,,,45,B,4,F,3
USHIS,1961,9,16,3,24,55.8,,46.011,-122.128,7,,,4.8,ML,GW,,,,29,A,5,F,3
USHIS,1961,9,17,15,55,55.9,,46.023,-122.122,7,,,5.1,ML,GW,,,,29,A,6,F,3
USHIS,1961,9,23,3,1,33.3,,19.32,-155.113,4,,,4.5,ML,HVO,,,,613,B,5,F,3
USHIS,1961,9,25,2,27,13.5,,60.36,-152.88,117,,,5.88,UK,PAS,,,,2,C,.,F,3
USHIS,1961,9,25,5,28,53.5,,19.302,-154.998,9,,,4.5,ML,HVO,,,,613,A,5,F,3
USHIS,1961,9,27,11,20,45,,52.4,-168.68,0,,,5.63,UK,MAT,,,,9,C,.,.,3
USHIS,1961,9,27,19,20,44,,52.46,-168.79,0,,,6,MS,ROT,,,,9,C,.,.,3
USHIS,1961,9,27,19,27,0,,52.35,-168.75,0,,,6,MS,ROT,,,,9,C,.,.,3
USHIS,1961,10,19,5,9,43.9,,35.832,-117.762,,,,5.2,ML,PAS,,,,39,A,6,F,3
USHIS,1961,10,20,19,49,50.5,,33.653,-117.993,5,,,4.3,ML,PAS,,,,43,A,6,F,3
USHIS,1961,10,31,1,43,54,,51.83,175.82,22,,,5.5,MS,ROT,,,,6,C,.,.,3
USHIS,1961,11,7,1,29,8.4,,45.7,-122.4,33,,,4.5,MD,YEL,,,,28,C,6,F,3
USHIS,1961,11,15,5,38,55.5,,34.942,-118.987,11,,,5,ML,PAS,,,,43,A,6,F,3
USHIS,1961,12,9,2,15,20.8,,56.35,-153.49,0,,,5.63,UK,BRK,,,,13,C,.,.,3
USHIS,1961,12,30,0,39,27.1,,52.3,177.6,56,,,6.75,UK,PAS,,,,6,C,.,.,3
USHIS,1961,12,31,16,36,5.8,,44.25,-100.724,23,,,4.2,FA,SC,,,,462,B,6,F,3
USHIS,1962,1,1,2,41,11.6,,52.2,177.7,48,,,,,,,,,6,C,.,.,0
USHIS,1962,1,3,17,53,10,,52.31,177.48,77,,,,,,,,,6,C,.,.,0
USHIS,1962,1,23,15,59,27.4,,52.8,-169,65,,,,,,,,,9,D,.,.,0
USHIS,1962,2,1,6,37,57,,34.883,-120.683,16,,,4.5,ML,PAS,,,,43,B,5,F,3
USHIS,1962,2,2,6,43,30,,36.374,-89.511,4,,,4.23,Mw,HRN,4.3,FA,BAR,486,A,6,F,4
USHIS,1962,2,5,14,45,51.1,,38.2,-107.6,25,,,4.7,ML,GOL,,,,479,C,5,F,3
USHIS,1962,2,11,2,0,48.3,,19.224,-154.398,3,,,4.5,ML,HVO,,,,613,B,.,.,3
USHIS,1962,2,15,7,12,42.9,,36.9,-112.4,26,,,4.5,ML,PAS,,,,42,C,5,F,3
USHIS,1962,3,5,20,57,46,,40.3,-125.5,,,,4.6,ML,BRK,,,,34,B,4,F,3
USHIS,1962,3,11,15,23,42,,52.29,178.46,110,,,6.1,UK,UPP,,,,6,C,.,.,3
USHIS,1962,4,1,12,11,59.5,,63.4,-150.7,108,,,5.5,MS,ROT,,,,1,D,.,F,3
USHIS,1962,4,5,3,40,8.9,,53.7,-163.6,65,,,5.5,UK,MOS,,,,10,C,.,.,3
USHIS,1962,4,13,15,38,51.9,,38.222,-119.455,6,,,5.1,ML,BRK,,,,40,A,5,F,3
USHIS,1962,4,14,7,53,14.7,,40.268,-125.31,,,,5.4,ML,BRK,,,,34,B,.,.,3
USHIS,1962,4,15,8,41,2.3,,36.415,-120.617,21,,,4.7,ML,BRK,,,,39,A,4,F,3
USHIS,1962,4,25,8,48,58.2,,38.5,-118.1,25,,,4.6,ML,BRK,,,,40,C,5,F,3
USHIS,1962,4,27,9,12,32.1,,33.738,-117.187,6,,,4.1,ML,PAS,,,,43,A,6,F,3
USHIS,1962,5,10,0,3,39.9,,61.96,-150.11,82,,,6,UK,BRK,,,,2,B,5,F,3
USHIS,1962,5,10,5,12,12,,52.39,-171.03,0,,,6,UK,BRK,,,,9,C,.,.,3
USHIS,1962,6,5,22,29,45,,38,-112.1,33,,,4.5,ML,PAS,,,,478,C,.,.,3
USHIS,1962,6,6,17,50,7.2,,39.116,-123.097,10,,,5.2,ML,BRK,,,,35,B,7,F,3
USHIS,1962,6,28,4,27,14.2,,19.399,-155.454,10,,,6.1,ML,HVO,,,,613,A,6,F,3
