source,year,month,day,hour,minute,second,epicenter constraint,latitude,longitude,depth,mb,Ms,mag_1,mag_type_1,mag_source_1,mag_2,mag_type_2,mag_source_2,FE  region,precision,MMI,felt,unknown
USHIS,1930,10,25,12,3,18,,61.7,-154.2,,,,,,,,,,2,E,.,F,0
USHIS,1930,10,29,12,37,0,,40.67,-121.92,,,,4.5,ML,CDMG,,,,36,C,6,F,3
USHIS,1930,12,6,7,3,28,,53,-172,80,,,6.5,MS,GR,,,,7,E,.,.,3
USHIS,1930,12,11,8,58,55,,40.08,-124.5,,,,5,ML,CDMG,,,,35,C,5,F,3
USHIS,1930,12,11,12,27,0,,40.92,-124.08,,,,5,UK,JON,,,,35,D,4,F,3
USHIS,1930,12,12,9,32,0,,39.83,-123.58,,,,4.5,ML,CDMG,,,,35,C,5,F,3
USHIS,1930,12,12,20,16,0,,40.67,-124.32,,,,4.5,ML,CDMG,,,,35,C,5,F,3
USHIS,1930,12,14,1,38,0,,40.5,-124.08,,,,4.8,UK,JON,,,,35,D,4,F,3
USHIS,1930,12,15,8,38,0,,40.83,-124.17,,,,4.6,UK,JON,,,,35,D,3,F,3
USHIS,1931,1,6,23,28,40,,36.5,-124.4,,,,5,UK,JON,,,,38,C,5,F,3
USHIS,1931,1,27,14,29,3,,60.75,-149,,,,5.6,MS,GR,,,,14,E,.,.,3
USHIS,1931,2,5,4,48,0,Z,35.1,-106.6,,,,,,,,,,496,F,6,F,0
USHIS,1931,2,23,10,1,0,,35.83,-120.5,,,,4.7,UK,JON,,,,39,C,5,F,3
USHIS,1931,3,10,3,28,53,,40,-125,,,,5.6,MS,GR,,,,34,C,5,F,3
USHIS,1931,3,29,17,24,58,,51,-170,,,,6,MS,GR,,,,9,E,.,.,3
USHIS,1931,4,18,4,0,0,Z,48.75,-122.25,,,,,,,,,,29,F,6,F,0
USHIS,1931,4,20,19,54,30.6,,43.471,-73.785,5,,,4.7,Lg,ST,,,,472,B,7,F,3
USHIS,1931,5,5,12,18,0,Z,33.7,-86.6,,,,4,FA,SC,,,,507,G,6,F,3
USHIS,1931,5,29,5,16,32,,63,-149,,,,5.6,MS,GR,,,,1,D,4,F,3
USHIS,1931,5,30,11,34,16,,52.2,173.3,,,,6,UK,PAS,,,,5,E,6,F,3
USHIS,1931,7,21,12,8,0,,35.25,-120.67,,,,4.8,UK,JON,,,,39,D,4,F,3
USHIS,1931,8,9,6,18,37,Z,39.1,-94.7,,,,3.8,FA,BAR,,,,482,F,6,F,3
USHIS,1931,8,14,16,12,3,,52.5,-168,,,,6,MS,GR,,,,9,E,.,.,3
USHIS,1931,8,16,11,40,22.3,,30.502,-104.575,1,,,5.8,Lg,NTT,,,,518,B,8,F,3
USHIS,1931,8,23,18,1,46,,40,-125,,,,5.3,MS,GR,,,,34,C,6,F,3
USHIS,1931,9,2,15,34,28,,41.8,-123,,,,4.5,ML,BRK,,,,36,C,.,.,3
USHIS,1931,9,9,13,40,30,,40.8,-125,,,,5.8,MS,GR,,,,34,D,6,F,3
USHIS,1931,9,20,23,5,3.4,,40.429,-84.27,5,,,4.7,FA,SC,,,,471,B,7,F,3
USHIS,1931,10,17,12,34,50,,63,-147,,,,5.6,MS,GR,,,,1,D,5,F,3
USHIS,1931,12,4,0,53,0,,36.5,-121.67,,,,5.1,UK,JON,,,,39,C,4,F,3
USHIS,1931,12,17,3,36,0,,33.8,-90.1,,,,4.6,FA,SC,,,,505,C,6,F,3
USHIS,1931,12,24,3,40,40,,60,-152,100,,,6.25,MS,GR,,,,2,E,4,F,3
USHIS,1931,12,31,15,25,0,Z,47.5,-123,,,,4.8,ML,SC,,,,29,F,6,F,3
USHIS,1932,1,5,13,59,4,,40.42,-124.42,,,,4.5,ML,BRK,,,,35,C,4,F,3
USHIS,1932,1,13,16,17,27,,52,-179,,,,6,MS,GR,,,,7,E,.,.,3
USHIS,1932,1,26,10,13,0,Z,43.5,-110.7,,,,,,,,,,460,F,6,F,0
USHIS,1932,2,26,16,58,0,,36,-121,,,,5,ML,BRK,,,,39,C,4,F,3
USHIS,1932,3,2,17,14,36,,40.2,-127,,,,5.6,ML,BRK,,,,34,C,.,.,3
USHIS,1932,3,2,17,40,48,,43,-131,,,,6,mb,VIC,,,,30,D,.,.,3
USHIS,1932,3,8,4,29,30,,51.5,-178,,,,6,MS,GR,,,,7,E,.,.,3
USHIS,1932,3,25,23,54,51,,62.5,-153,,,,6,MS,GR,,,,1,D,.,.,3
USHIS,1932,3,25,23,58,31,,62.5,-152.5,,,,6.9,MS,GR,,,,1,D,7,F,3
USHIS,1932,4,9,10,17,0,Z,31.7,-96.4,,,,3.9,FA,SC,,,,500,F,6,F,3
USHIS,1932,4,16,18,48,10,,36.67,-121.22,,,,4.5,ML,BRK,,,,39,C,3,F,3
USHIS,1932,4,29,18,18,23,,51.5,-178,,,,6.25,MS,GR,,,,7,E,.,.,3
USHIS,1932,6,6,8,44,22,,40.75,-124.5,,,,6.4,MS,GR,,,,35,C,8,F,3
USHIS,1932,6,8,7,52,47,,62.5,-153.3,,,,6,MS,PAS,,,,1,D,3,F,3
USHIS,1932,6,14,9,44,17,,37.25,-122.08,,,,4.5,ML,BRK,,,,39,C,5,F,3
USHIS,1932,6,20,9,26,27,,43,-127.5,,,,5.5,MS,GR,,,,30,D,.,.,3
USHIS,1932,7,8,8,30,49,Z,19.4,-155.3,10,,,,,,,,,613,F,5,F,0
USHIS,1932,7,18,6,1,55,Z,47.75,-121.83,,,,5.2,ML,NQT,,,,29,F,6,F,3
USHIS,1932,7,26,6,51,58.3,,35.8,-118.533,16,,,4.5,ML,PAS,,,,39,A,6,F,3
USHIS,1932,7,30,7,13,59.7,,34.85,-116.583,16,,,4.5,ML,PAS,,,,43,C,.,.,3
USHIS,1932,8,6,22,16,0,Z,47.7,-122.3,,,,,,,,,,29,F,6,F,0
USHIS,1932,8,12,3,23,57,,52.25,-169,,,,6.75,MS,GR,,,,9,D,.,.,3
USHIS,1932,9,14,8,43,23,,61,-148,50,,,6.25,MS,GR,,,,2,D,5,F,3
USHIS,1932,10,9,22,51,0,,32.666,-115.5,16,,,4.5,ML,PAS,,,,45,C,4,F,3
USHIS,1932,10,16,12,8,1,,54.25,-160,50,,,6.75,MS,GR,,,,12,D,.,.,3
USHIS,1932,10,25,1,7,23,,37.75,-122.5,,,,5.1,UK,JON,,,,39,D,4,F,3
USHIS,1932,10,25,3,28,0,,37.333,-118.666,16,,,4.5,ML,PAS,,,,40,C,.,.,3
USHIS,1932,10,30,20,46,56,,55,-159.75,,,,6.75,MS,GR,,,,12,D,.,.,3
USHIS,1932,11,3,18,54,40,,37.16,-122.16,,,,4.9,UK,JON,,,,39,C,5,F,3
USHIS,1932,12,21,6,10,5,,38.75,-118,,,,7.2,MS,GR,,,,40,C,10,F,3
USHIS,1932,12,22,7,49,30,Z,38.75,-118,,,,4.5,UK,JON,,,,40,F,.,F,3
USHIS,1932,12,22,10,34,15,Z,38.75,-118,,,,4.9,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,23,20,6,0,Z,38.75,-118,,,,4.5,UK,JON,,,,40,F,.,.,3
USHIS,1932,12,24,12,40,49,,38.8,-118,,,,5,ML,SJG,,,,40,E,.,F,3
USHIS,1932,12,25,3,54,45,,38.8,-118,,,,5.5,ML,SJG,,,,40,E,.,F,3
USHIS,1932,12,25,18,36,35,Z,38.8,-118,,,,4.5,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,26,5,3,0,Z,38.75,-118,,,,5.3,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,28,3,7,55,Z,38.8,-118,,,,4.6,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,29,6,20,28,Z,38.8,-118,,,,5.2,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,29,6,38,3,Z,38.8,-118,,,,5,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,29,6,45,8,Z,38.8,-118,,,,5,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,30,4,17,52,Z,38.8,-118,,,,4.6,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,30,16,3,10,Z,38.8,-118,,,,4.6,ML,SJG,,,,40,F,.,F,3
USHIS,1932,12,31,17,30,0,,38.6,-117.9,,,,4.6,ML,SJG,,,,37,E,.,.,3
USHIS,1933,1,2,15,44,8,Z,38.8,-118,,,,4.5,ML,SJG,,,,40,F,.,.,3
USHIS,1933,1,2,17,6,44,Z,38.8,-118,,,,4.7,ML,SJG,,,,40,F,.,.,3
USHIS,1933,1,4,1,1,15,Z,38.8,-118,,,,5.1,ML,SJG,,,,40,F,.,F,3
USHIS,1933,1,4,3,59,28,,61,-148,,,,6.25,MS,PAS,,,,2,D,6,F,3
USHIS,1933,1,5,6,50,20,,38.75,-118,,,,5.7,MS,GR,,,,40,C,.,F,3
USHIS,1933,1,6,13,5,56,,39,-117.8,,,,5.1,ML,SJG,,,,37,E,.,.,3
USHIS,1933,1,6,13,33,0,,39,-118,,,,4.5,ML,SJG,,,,37,E,.,.,3
USHIS,1933,1,11,17,29,38,Z,38.9,-117.8,,,,5.2,ML,SJG,,,,37,F,.,.,3
USHIS,1933,1,17,1,2,8,,38.8,-118,,,,4.8,ML,SJG,,,,40,C,.,.,3
USHIS,1933,1,20,13,5,0,Z,37.8,-112.8,,,,,,,,,,478,G,6,F,0
USHIS,1933,1,29,13,51,11,,38.5,-118,,,,5,ML,SJG,,,,40,E,.,.,3
USHIS,1933,2,3,3,26,0,,37.333,-118.833,16,,,5,ML,PAS,,,,40,C,4,F,3
USHIS,1933,2,13,22,8,45,,38.7,-117.9,,,,5.5,ML,SJG,,,,37,D,4,F,3
USHIS,1933,2,24,19,33,0,,32.833,-115.75,16,,,4.5,ML,PAS,,,,45,C,.,.,3
USHIS,1933,3,11,1,54,7.8,,33.616,-117.966,16,,,6.16,Mw,HK,6.3,ML,PAS,43,A,8,F,4
USHIS,1933,3,11,2,4,0,,33.75,-118.083,16,,,4.9,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,2,9,0,,33.75,-118.083,16,,,5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,2,10,0,,33.75,-118.083,16,,,4.6,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,2,16,0,,33.75,-118.083,16,,,4.8,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,2,17,0,,33.6,-118,16,,,4.5,ML,PAS,,,,43,C,.,.,3
USHIS,1933,3,11,2,27,0,,33.75,-118.083,16,,,4.6,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,2,30,0,,33.75,-118.083,16,,,5.1,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,2,59,0,,33.75,-118.083,16,,,4.6,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,3,23,0,,33.75,-118.083,16,,,5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,4,36,0,,33.75,-118.083,16,,,4.6,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,4,39,0,,33.75,-118.083,16,,,4.9,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,4,40,0,,33.75,-118.083,16,,,4.7,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,5,10,22,,33.7,-118.066,16,,,5.1,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,5,13,0,,33.75,-118.083,16,,,4.7,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,5,18,4,,33.566,-117.983,16,,,5.2,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,6,58,3,,33.683,-118.05,16,,,5.5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,8,8,0,,33.75,-118.083,16,,,4.5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,8,54,57,,33.7,-118.066,16,,,5.1,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,9,10,0,,33.75,-118.083,16,,,5.1,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,11,4,0,,33.75,-118.133,16,,,4.6,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,14,25,0,,33.85,-118.266,16,,,5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,14,57,0,,33.883,-118.316,16,,,4.9,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,11,16,53,0,,33.75,-118.083,16,,,4.8,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,12,6,16,0,,33.75,-118.083,16,,,4.6,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,12,17,38,0,,33.75,-118.083,16,,,4.5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,12,20,44,20,,38.8,-117.6,,,,5,ML,SJG,,,,37,D,4,F,3
USHIS,1933,3,12,23,54,0,,33.75,-118.083,16,,,4.5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,13,4,32,0,,33.75,-118.083,16,,,4.7,ML,PAS,,,,43,B,3,F,3
USHIS,1933,3,13,13,18,28,,33.75,-118.083,16,,,5.3,ML,PAS,,,,43,B,4,F,3
USHIS,1933,3,14,12,19,0,,33.75,-118.083,16,,,4.5,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,14,19,1,50,,33.616,-118.016,16,,,5.1,ML,PAS,,,,43,B,.,.,3
USHIS,1933,3,15,11,13,32,,33.616,-118.016,16,,,4.9,ML,PAS,,,,43,B,4,F,3
USHIS,1933,3,26,19,5,53,,43.5,-129,,,,5.5,MS,GR,,,,30,D,.,.,3
USHIS,1933,3,28,4,20,26,,58.25,-149,,,,5.6,MS,GR,,,,15,D,3,F,3
USHIS,1933,4,7,0,17,56,Z,38,-118,,,,4.5,ML,SJG,,,,40,G,.,.,3
USHIS,1933,4,27,2,36,4,,61.25,-150.75,,,,6.9,MS,ABE,,,,2,D,7,F,3
USHIS,1933,4,27,11,55,38,,52.5,-167,,,,6,MS,GR,,,,9,D,.,.,3
USHIS,1933,4,30,16,16,50,,39.8,-118.1,,,,4.5,ML,SJG,,,,37,E,.,.,3
USHIS,1933,5,1,18,49,47,,51.75,-173,,,,6.5,MS,GR,,,,7,D,.,.,3
USHIS,1933,5,9,9,46,25,,38.5,-117.9,,,,5.1,ML,SJG,,,,37,D,3,F,3
USHIS,1933,5,16,11,45,26,,37.6,-122,,,,4.5,ML,BRK,,,,39,C,7,F,3
USHIS,1933,6,4,14,8,22,,38.5,-118.16,16,,,5.2,ML,SJG,,,,40,C,5,F,3
USHIS,1933,6,11,8,34,31,,38.8,-117.5,,,,5.2,ML,SJG,,,,37,E,4,F,3
USHIS,1933,6,12,15,23,38,,61.5,-150.5,,,,5.6,MS,GR,,,,2,D,.,F,3
USHIS,1933,6,13,22,19,47,,61,-151,,,,6.25,MS,GR,,,,2,D,4,F,3
USHIS,1933,6,19,18,47,43,,61.25,-150.5,,,,6,MS,GR,,,,2,D,.,F,3
USHIS,1933,6,22,12,36,28,,37.583,-118.8,16,,,4.9,ML,PAS,,,,40,C,4,F,3
USHIS,1933,6,22,12,41,2,,37.583,-118.8,16,,,4.9,ML,PAS,,,,40,C,4,F,3
USHIS,1933,6,25,20,45,27,,39.08,-119.33,,,,6.1,MS,GR,,,,37,C,7,F,3
USHIS,1933,6,28,23,34,58,,53.5,-165,,,,6,MS,GR,,,,9,D,.,F,3
USHIS,1933,7,17,20,57,14,,39.2,-118.15,,,,4.6,ML,SJG,,,,37,C,.,.,3
USHIS,1933,7,19,10,45,29,,51.75,-174,,,,6,MS,GR,,,,7,D,.,.,3
USHIS,1933,7,19,10,55,53,,51.75,-174,,,,6,MS,GR,,,,7,D,.,.,3
USHIS,1933,7,19,13,32,21,,51.75,-174,,,,6.25,MS,GR,,,,7,D,.,.,3
USHIS,1933,7,19,14,59,52,,51.75,-174,,,,6.25,MS,GR,,,,7,D,.,.,3
USHIS,1933,7,21,2,55,0,,38.45,-118.16,,,,4.7,ML,SJG,,,,40,D,4,F,3
USHIS,1933,7,21,3,7,0,,38.42,-118.16,,,,4.7,ML,SJG,,,,40,C,.,F,3
USHIS,1933,7,22,20,55,13,,53,-169.5,,,,6.75,MS,GR,,,,9,D,.,.,3
USHIS,1933,7,26,4,57,26,,63,-147,,,,5.6,MS,GR,,,,1,D,.,.,3
USHIS,1933,7,28,11,48,8,,52.6,-168.7,,,,,,,,,,9,E,5,F,0
USHIS,1933,8,6,3,32,0,,33.333,-116.3,16,,,4.7,ML,PAS,,,,43,B,4,F,3
USHIS,1933,8,19,19,30,0,Z,35.5,-98,,,,3.4,FA,BAR,,,,499,G,6,F,3
USHIS,1933,9,24,15,19,41,,51.75,-177,70,,,6.75,MS,GR,,,,7,D,.,.,3
USHIS,1933,9,28,11,53,0,,40.08,-123.92,,,,4.6,UK,JON,,,,36,D,4,F,3
USHIS,1933,10,2,9,10,17.6,,33.783,-118.133,16,,,5.4,ML,PAS,,,,43,A,6,F,3
USHIS,1933,10,14,22,19,1,,53.75,-164,,,,6.25,MS,GR,,,,10,D,.,.,3
USHIS,1933,10,25,7,0,46,,33.95,-118.133,16,,,4.3,ML,PAS,,,,43,B,6,F,3
USHIS,1933,10,27,10,58,54,,38.9,-117.6,,,,5.5,ML,SJG,,,,37,D,5,F,3
USHIS,1933,11,2,12,26,54,,52,-176,,,,6.5,MS,GR,,,,7,D,.,.,3
USHIS,1933,12,13,15,34,37,,37.2,-122,,,,5,UK,JON,,,,39,C,4,F,3
USHIS,1934,1,4,21,53,0,,32.7,-115.116,16,,,4.5,ML,PAS,,,,45,B,.,.,3
USHIS,1934,1,9,14,10,0,,34.1,-117.683,16,,,4.5,ML,PAS,,,,43,A,5,F,3
USHIS,1934,1,11,10,21,55,,50.5,-177.5,,,,,,,,,,7,E,.,.,0
USHIS,1934,1,20,21,17,0,,33.616,-118.116,16,,,4.5,ML,PAS,,,,43,A,4,F,3
USHIS,1934,1,30,19,23,29,Z,38.3,-118.4,,,,5.5,MS,CFR,,,,40,F,7,F,3
USHIS,1934,1,30,20,16,31,,38.28,-118.36,,,,6.5,MS,CFR,,,,40,B,8,F,3
USHIS,1934,1,30,20,34,0,,38.3,-118.4,,,,4.5,ML,JON,,,,40,E,.,F,3
USHIS,1934,1,30,21,4,23,,38.3,-118.4,,,,4.9,ML,SJG,,,,40,E,4,F,3
USHIS,1934,1,30,23,39,38,,38.3,-118.4,,,,5.4,ML,SJG,,,,40,D,.,F,3
USHIS,1934,1,31,0,24,22,Z,38.3,-118.4,,,,5,ML,SJG,,,,40,F,.,F,3
USHIS,1934,1,31,3,54,49,Z,38.3,-118.4,,,,5,ML,SJG,,,,40,F,.,F,3
USHIS,1934,1,31,14,26,39,Z,38.3,-118.4,,,,4.6,ML,SJG,,,,40,F,.,F,3
USHIS,1934,2,1,11,0,54,,38.3,-118.4,,,,5,ML,SJG,,,,40,E,4,F,3
USHIS,1934,2,1,11,18,51,Z,38.5,-118.25,,,,5.2,ML,SJG,,,,40,F,5,F,3
USHIS,1934,2,1,11,45,54,,38.3,-118.4,,,,5.4,ML,SJG,,,,40,E,5,F,3
USHIS,1934,2,1,12,10,23,Z,38.3,-118.4,,,,4.5,ML,SJG,,,,40,F,.,.,3
USHIS,1934,2,1,13,20,45,Z,38.3,-118.4,,,,4.5,ML,SJG,,,,40,F,.,.,3
USHIS,1934,2,1,18,34,44,Z,38.3,-118.4,,,,4.5,ML,SJG,,,,40,F,.,.,3
USHIS,1934,2,3,16,31,0,,38.3,-118.4,,,,4.5,ML,PAS,,,,40,E,.,.,3
USHIS,1934,2,9,9,20,34,,38.3,-118.4,,,,5.5,ML,PAS,,,,40,D,4,F,3
USHIS,1934,2,10,13,13,46,,38.3,-118.4,,,,4.5,ML,SJG,,,,40,E,.,.,3
USHIS,1934,2,12,22,0,54,Z,38.3,-118.4,,,,4.7,ML,SJG,,,,40,F,.,.,3
USHIS,1934,2,16,1,54,53,,38.3,-118.4,,,,4.8,ML,SJG,,,,40,E,.,.,3
USHIS,1934,2,20,5,36,59,,38.3,-118.4,,,,4.8,ML,SJG,,,,40,E,.,.,3
USHIS,1934,3,2,21,30,0,,33.083,-115.983,16,,,4.5,ML,PAS,,,,43,A,3,F,3
USHIS,1934,3,12,15,5,40,,41.7,-112.8,,,,6.55,Mw,DOS,6.6,MS,GR,478,C,8,F,4
USHIS,1934,3,12,17,29,0,Z,41.5,-112.5,,,,4.8,ML,JON,,,,478,G,.,F,3
USHIS,1934,3,12,18,12,0,Z,41.5,-112.5,,,,5.1,ML,JON,,,,478,G,.,F,3
USHIS,1934,3,12,18,20,13,,41.5,-112.5,,,,5.62,Mw,DOS,6,MS,GR,478,C,7,F,4
USHIS,1934,3,13,16,20,19,Z,38,-118,,,,4.7,ML,JON,,,,40,G,5,F,3
USHIS,1934,3,15,12,1,0,Z,41.5,-112.5,,,,5.1,ML,JON,,,,478,G,6,F,3
USHIS,1934,3,15,13,46,0,Z,41.5,-112.5,,,,4.8,ML,JON,,,,478,G,3,F,3
USHIS,1934,3,19,10,40,57,,38.35,-117.88,,,,4.5,ML,JON,,,,37,D,4,F,3
USHIS,1934,3,28,9,37,0,,37.3,-116.6,,,,4.5,ML,SJG,,,,41,E,.,.,3
USHIS,1934,3,30,16,26,0,,37.67,-115.33,16,,,4.9,ML,JON,,,,41,B,.,.,3
USHIS,1934,3,31,0,11,48,,38.1,-116.3,,,,4.5,ML,SJG,,,,37,D,.,.,3
USHIS,1934,4,2,8,5,0,Z,38,-118,,,,4.5,ML,PAS,,,,40,F,.,.,3
USHIS,1934,4,7,2,16,0,Z,41.5,-111.5,,,,5.5,ML,JON,,,,478,H,3,F,3
USHIS,1934,4,14,21,26,32,,41.5,-112.5,,,,5.25,MS,GR,,,,478,C,.,F,3
USHIS,1934,4,15,2,58,13,,44.7,-73.8,,,,4.5,ML,EPB,,,,472,C,6,F,3
USHIS,1934,4,15,12,9,0,,38,-115,,,,5,FA,WOO,,,,37,E,.,.,3
USHIS,1934,4,21,23,22,0,,39,-117,,,,4.5,ML,BRK,,,,37,E,.,.,3
USHIS,1934,4,22,11,24,0,Z,38,-118,,,,4.6,ML,SJG,,,,40,F,.,.,3
USHIS,1934,4,23,21,20,0,,36.75,-121.4,,,,3.5,ML,BRK,,,,39,C,6,F,3
USHIS,1934,5,4,4,36,7,,61.25,-147.5,80,,,7.1,mb,ABE,,,,2,D,6,F,3
USHIS,1934,5,6,8,9,49,Z,41.5,-113,,,,5.5,MS,GR,,,,478,G,6,F,3
USHIS,1934,5,14,22,12,46,,57.75,-152.25,60,,,6.5,MS,GR,,,,13,D,6,F,3
USHIS,1934,6,2,16,45,29,,61.25,-147,,,,6.25,MS,GR,,,,2,D,4,F,3
USHIS,1934,6,5,21,48,0,,35.8,-120.33,16,,,5,ML,PAS,,,,39,A,5,F,3
USHIS,1934,6,5,22,52,0,,35.8,-120.33,16,,,4,ML,PAS,,,,39,B,6,F,3
USHIS,1934,6,6,22,14,0,,40,-121,,,,4.5,ML,BRK,,,,36,C,4,F,3
USHIS,1934,6,8,4,30,0,,35.8,-120.33,16,,,5,ML,PAS,,,,39,A,7,F,3
USHIS,1934,6,8,4,47,0,,35.8,-120.33,16,,,6,ML,PAS,,,,39,A,8,F,3
USHIS,1934,6,8,5,42,0,,35.8,-120.33,16,,,4.5,ML,PAS,,,,39,A,3,F,3
USHIS,1934,6,14,19,26,0,,35.8,-120.33,16,,,4.5,ML,PAS,,,,39,B,4,F,3
USHIS,1934,6,18,9,13,50,,60.5,-151,80,,,6.75,MS,GR,,,,14,D,5,F,3
USHIS,1934,7,6,22,48,55.1,,41.22,-125.27,5,,,6.5,MS,GR,,,,34,C,5,F,3
USHIS,1934,7,20,2,10,44,,52,-173,,,,6,MS,GR,,,,7,E,.,.,3
USHIS,1934,7,28,21,36,57,,55.5,-156.75,,,,6.75,MS,GR,,,,17,D,.,.,3
USHIS,1934,7,30,7,20,0,Z,42.7,-103,,,,4.3,FA,SC,,,,463,G,6,F,3
USHIS,1934,8,2,7,13,8,,61.5,-147.5,,,,6,MS,GR,,,,2,D,5,F,3
USHIS,1934,8,20,0,47,27,,36.95,-89.2,,,,4.7,FA,SC,,,,486,C,7,F,3
USHIS,1934,11,5,23,2,20,,52,-175,,,,6.5,MS,GR,,,,7,E,.,.,3
USHIS,1934,11,12,14,45,0,Z,41.5,-90.5,,,,4,FA,SC,,,,467,G,6,F,3
USHIS,1934,11,17,17,42,0,,40.5,-124.08,,,,5,ML,JON,,,,35,D,5,F,3
USHIS,1934,12,3,1,54,0,,35.95,-121.5,,,,4.5,ML,BRK,,,,39,C,4,F,3
USHIS,1934,12,4,6,17,46,,38.4,-118.5,,,,4.5,ML,SJG,,,,40,E,.,.,3
USHIS,1934,12,15,17,0,10,,40.6,-124.2,,,,4.8,ML,JON,,,,35,C,5,F,3
USHIS,1934,12,17,11,10,0,,34.583,-120.333,16,,,4.5,ML,PAS,,,,43,A,6,F,3
USHIS,1934,12,24,16,26,0,,35.9,-120.5,16,,,5,ML,PAS,,,,39,A,4,F,3
USHIS,1934,12,30,13,52,14,,32.25,-115.5,,,,6.36,Mw,HHT,6.5,MS,CFR,45,C,9,F,4
USHIS,1934,12,31,18,45,15,,32,-114.75,,,,7.03,Mw,HHT,7.1,MS,ABE,46,C,10,F,4
USHIS,1935,1,2,7,30,0,Z,32.8,-114.2,,,,,,,,,,46,F,6,F,0
USHIS,1935,1,2,17,17,0,,19.418,-155.283,4,,,5.9,FA,WY,,,,613,C,5,F,3
USHIS,1935,1,2,22,40,58,,40.25,-125.25,,,,5.7,MS,GR,,,,34,C,5,F,3
USHIS,1935,1,10,8,10,0,Z,36,-112.1,,,,,,,,,,42,F,6,F,0
USHIS,1935,1,21,0,8,49,,38.5,-117.9,,,,4.6,ML,SJG,,,,37,D,.,.,3
USHIS,1935,1,23,7,24,0,,52.25,-169.5,,,,6.75,MS,GR,,,,9,D,.,F,3
USHIS,1935,2,21,1,25,0,Z,34.5,-106.8,,,,,,,,,,496,F,6,F,0
USHIS,1935,2,22,17,5,54,,52.25,175,,,,7.1,MS,ABE,,,,6,D,.,.,3
USHIS,1935,3,1,11,0,0,Z,40.3,-96.2,,,,4.6,FA,SC,,,,463,G,6,F,3
USHIS,1935,5,16,3,25,0,,37.38,-118.92,16,,,4.5,ML,PAS,,,,40,A,4,F,3
USHIS,1935,6,3,17,8,0,,41,-124,,,,5,ML,BRK,,,,35,C,.,.,3
USHIS,1935,6,19,9,55,0,,37.25,-118.5,16,,,4.5,ML,PAS,,,,40,,5,F,3
USHIS,1935,6,28,19,30,5,,19.5,-155.25,,,,5.6,MS,GR,,,,613,C,6,F,3
USHIS,1935,7,13,10,54,16.5,,34.2,-117.9,16,,,4.7,ML,PAS,,,,43,A,5,F,3
USHIS,1935,9,3,6,47,0,,34.033,-117.316,16,,,4.5,ML,PAS,,,,43,A,5,F,3
USHIS,1935,9,4,1,27,39,,63.75,-152.5,,,,6.25,MS,GR,,,,1,D,3,F,3
USHIS,1935,9,8,14,40,0,,32.9,-115.216,16,,,4.5,ML,PAS,,,,45,B,4,F,3
USHIS,1935,9,8,17,3,0,,32.9,-115.216,16,,,5,ML,PAS,,,,45,B,4,F,3
USHIS,1935,10,1,10,28,0,,19.635,-155.434,,,,,,,,,,613,B,4,F,0
USHIS,1935,10,7,19,30,0,Z,47,-111.9,,,,,,,,,,456,F,6,F,0
USHIS,1935,10,11,14,6,0,,32.9,-115.216,16,,,5,ML,PAS,,,,45,B,3,F,3
USHIS,1935,10,12,7,50,39,,46.6,-112,5,,,5.9,FA,MMT,,,,456,C,7,F,3
USHIS,1935,10,15,20,30,0,Z,46.6,-112,,,,,,,,,,456,F,6,F,0
