source,year,month,day,hour,minute,second,epicenter constraint,latitude,longitude,depth,mb,Ms,mag_1,mag_type_1,mag_source_1,mag_2,mag_type_2,mag_source_2,FE  region,precision,MMI,felt,non-tectonic flag
SRA,1925,7,6,16,17,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,7,6,17,15,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,7,7,6,46,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,7,8,16,0,0,Z,36.3,-93.2, , , , , , ,3.9,FA,BAR,484,H,4,null,null
SRA,1925,7,10,7,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,7,10,9,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,7,10,12,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,7,10,13,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,7,10,14,42,0,Z,46.4,-111.2, , , , , , , , , ,456,F,6,null,null
SRA,1925,7,10,21,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,7,13,0,0,0,Z,38.8,-90, , , , , , , , , ,485,G,5,null,null
SRA,1925,7,14,13,47,0,Z,37.8,-113.9, , , , , , , , , ,478,G,4,null,null
SRA,1925,7,14,21,20,0,Z,37.6,-77.5, , , , , , , , , ,492,G,4,null,null
SRA,1925,7,20,8,25,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,7,20,17,6,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,7,20,17,35,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,7,20,18,15,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,7,22,20,53,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,7,24,21,55,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,7,29,11,30,0,Z,34.5,-101.2, , , , , , , , , ,497,G,4,null,?
SRA,1925,7,30,8,0,0,Z,34.5,-100.3, , , , , , , , , ,497,G,5,null,null
SRA,1925,7,30,12,17,0,Z,35.4,-101.3, , , , , , ,4.9,FA,BAR,497,F,6,null,null
SRA,1925,7,31,18,0,0,Z,35.5,-101.1, , , , , , , , , ,497,F,3,null,null
SRA,1925,8,6,6,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,8,12,9,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,8,13,2,52,0,Z,46.4,-111.2, , , , , , , , , ,456,G,5,null,null
SRA,1925,8,13,3,10,0,Z,46.4,-111.2, , , , , , , , , ,456,F,5,null,null
SRA,1925,8,13,8,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,5,null,null
SRA,1925,8,13,10,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,2,null,null
SRA,1925,8,13,22,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,8,25,6,27,0,Z,42.8,-97.4, , , , , , , , , ,463,G,4,null,null
SRA,1925,8,29,15,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,8,29,15,45,0,Z,46.4,-111.2, , , , , , , , , ,456,F,2,null,null
SRA,1925,8,29,17,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,5,null,null
SRA,1925,8,29,18,10,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,9,2,11,56,0,Z,37.9,-87.2, , , , , , ,4.7,FA,SG,490,F,6,null,null
SRA,1925,9,3,9,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,9,3,9,29,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,9,3,19,0,0,Z,43.5,-110.8, , , , , , , , , ,460,G,4,null,null
SRA,1925,9,6,15,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,9,8,9,35,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1925,9,19,7,0,0,Z,46,-111.4, , , , , , , , , ,456,G,0,F,null
SRA,1925,9,19,10,45,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,9,20,9,0,0,Z,37.8,-87.6, , , , , , ,4.1,FA,BAR,490,H,4,null,null
SRA,1925,9,20,11,0,0,Z,37.9,-87.2, , , , , , , , , ,490,H,3,null,null
SRA,1925,9,30,9,30,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,10,1,0,0,0,Z,40.4,-84.2, , , , , , , , , ,471,G,3,null,null
SRA,1925,10,6,12,45,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1925,10,9,13,55,0,Z,43.7,-71.1, , , , , , , , , ,474,F,6,null,null
SRA,1925,10,18,9,40,0,Z,46.4,-111.2, , , , , , , , , ,456,F,4,null,null
SRA,1925,10,18,21,30,0,Z,44.1,-70.2, , , , , , , , , ,475,G,4,null,null
SRA,1925,10,24,1,30,0,Z,41.4,-73.3, , , , , , , , , ,472,G,3,null,null
SRA,1925,10,30,0,0,0,Z,41.5,-72.5, , , , , , , , , ,476,G,4,null,null
SRA,1925,10,30,10,45,0,Z,42.5,-108.8, , , , , , , , , ,460,G,3,null,null
SRA,1925,11,1,0,0,0,Z,41.5,-72.5, , , , , , , , , ,476,G,2,null,null
SRA,1925,11,6,16,16,0,Z,44.5,-110.5, , , , , , , , , ,459,G,3,null,null
SRA,1925,11,8,7,7,0,Z,47.5,-111.3, , , , , , , , , ,456,G,3,null,null
SRA,1925,11,14,13,4,0,Z,41.7,-72.4, , , , , , , , , ,476,F,5,null,null
SRA,1925,11,16,6,20,0,Z,41.8,-72.7, , , , , , , , , ,476,G,4,null,null
SRA,1925,11,18,1,45,0,Z,44.4,-107.5, , , , , , , , , ,460,F,5,null,null
SRA,1925,11,18,23,0,0,Z,44.4,-107.5, , , , , , , , , ,460,F,0,F,null
SRA,1925,11,23,5,0,0,Z,41.8,-71.3, , , , , , , , , ,476,H,3,null,null
SRA,1925,12,1,8,30,0,Z,41.2,-110.9, , , , , , , , , ,460,G,3,null,null
SRA,1925,12,6,16,16,0,Z,44.2,-112, , , , , , , , , ,457,G,0,F,null
SRA,1926,1,4,0,0,0,Z,41.6,-71.8, , , , , , , , , ,476,G,4,null,null
SRA,1926,1,18,14,50,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1926,1,21,19,57,0,Z,42.4,-71.1, , , , , , , , , ,476,H,3,null,null
SRA,1926,1,24,15,15,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1926,1,24,21,55,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1926,1,26,23,40,0,Z,40,-75, , , , , , , , , ,473,H,5,null,null
SRA,1926,1,27,0,0,0,Z,44.3,-74.1, , , , , , , , , ,472,G,4,null,null
SRA,1926,3,4,21,0,0,Z,42.5,-70.9, , , , , , , , , ,476,H,2,null,null
SRA,1926,3,10,0,0,0,Z,38.85,-101.75, , , , , , , , , ,480,G,0,null,?
SRA,1926,3,18,21,9,0,Z,42.8,-71.8, , , , , , , , , ,476,H,5,null,null
SRA,1926,3,22,14,30,0,Z,37.8,-88.6, , , , , , ,3.9,FA,BAR,488,G,4,null,null
SRA,1926,3,24,21,55,0,Z,46.6,-112, , , , , , , , , ,456,G,4,null,null
SRA,1926,4,19,15,17,0, ,32.5,-115, , , , , , , , , ,45,D,6,null,null
SRA,1926,4,28,2,16,0,Z,36.2,-89, , , , , , ,3.9,FA,BAR,486,G,4,null,null
SRA,1926,5,1,0,0,0,Z,44,-104.4, , , , , , , , , ,460,G,4,null,null
SRA,1926,5,3,0,0,0,Z,40.7,-111.8, , , , , , , , , ,478,G,2,null,null
SRA,1926,5,3,5,20,0,Z,46.4,-111.2, , , , , , , , , ,456,F,0,F,null
SRA,1926,5,12,3,30,0,Z,40.9,-73.9, , , , , , , , , ,472,G,5,null,null
SRA,1926,5,15,11,0,0,Z,43.7,-70.2, , , , , , , , , ,475,G,3,null,null
SRA,1926,5,15,19,51,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,5,15,22,0,0,Z,46.4,-111.2, , , , , , , , , ,456,F,3,null,null
SRA,1926,5,22,0,0,0,Z,41.7,-73.9, , , , , , , , , ,472,G,2,null,null
SRA,1926,5,26,5,0,0,Z,44.9,-68.7, , , , , , , , , ,475,G,3,null,null
SRA,1926,5,28,8,57,0,Z,46.1,-111.4, , , , , , , , , ,456,G,0,F,null
SRA,1926,5,28,21,10,0,Z,46,-111.4, , , , , , , , , ,456,G,4,null,null
SRA,1926,5,31,12,20,0,Z,46.4,-111.2, , , , , , , , , ,456,F,5,null,null
SRA,1926,5,31,12,25,0,Z,46,-111.4, , , , , , , , , ,456,G,5,null,null
SRA,1926,6,1,5,20,0,Z,37.3,-112.6, , , , , , , , , ,478,G,2,null,null
SRA,1926,6,5,11,0,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,6,20,14,20,0,Z,35.6,-94.9, , , , , , ,4.2,FA,BAR,501,G,5,null,null
SRA,1926,6,22,3,40,0,Z,37.3,-112.6, , , , , , , , , ,478,G,2,null,null
SRA,1926,6,28,6,0,0,Z,37.3,-112.6, , , , , , , , , ,478,G,2,null,null
SRA,1926,7,8,9,50,0,Z,35.9,-82.1, , , , , , , , , ,512,G,7,null,null
SRA,1926,7,12,5,20,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,7,15,0,0,0,Z,37.3,-112.6, , , , , , , , , ,478,G,2,null,null
SRA,1926,7,28,4,25,0,Z,42,-111.9, , , , , , , , , ,457,G,3,null,null
SRA,1926,7,29,18,50,0,Z,42,-111.9, , , , , , , , , ,457,G,3,null,null
SRA,1926,7,31,23,26,0,Z,44.6,-110.4, , , , , , , , , ,459,G,4,null,null
SRA,1926,8,28,21,30,0,Z,44.7,-70, , , , , , , , , ,475,G,5,null,null
SRA,1926,10,1,15,15,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,10,4,2,20,0,Z,38.3,-87.6, , , , , , , , , ,489,G,3,null,null
SRA,1926,10,4,20,30,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,10,23,7,0,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,10,25,1,52,0,Z,42.1,-71, , , , , , , , , ,476,H,3,null,null
SRA,1926,10,27,16,22,0,Z,36.7,-90.4, , , , , , ,3.9,FA,BAR,486,F,4,null,null
SRA,1926,10,27,16,27,0,Z,36.7,-90.4, , , , , , ,3.9,FA,BAR,486,F,4,null,null
SRA,1926,10,28,7,42,0,Z,41.7,-83.5, , , , , , , , , ,471,G,3,null,null
SRA,1926,10,28,10,0,0,Z,41.7,-83.5, , , , , , , , , ,471,G,4,null,null
SRA,1926,11,5,14,53,0,Z,39.1,-82.1, , , , , , , , , ,471,G,7,null,null
SRA,1926,11,12,3,40,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,11,16,14,15,0,Z,37.3,-112.6, , , , , , , , , ,478,G,3,null,null
SRA,1926,11,24,19,30,0,Z,45,-67.5, , , , , , , , , ,475,G,4,null,null
SRA,1926,11,28,1,25,0,Z,47.5,-116, , , , , , , , , ,33,G,5,null,null
SRA,1926,12,13,0,44,0,Z,46.1,-111.2, , , , , , ,5.4,FA,MMT,456,G,5,null,null
SRA,1926,12,13,23,3,0,Z,36.7,-89.8, , , , , , ,3.8,FA,BAR,486,F,4,null,null
SRA,1926,12,17,0,0,0,Z,36.4,-89.5, , , , , , ,3.9,FA,BAR,486,G,4,null,null
SRA,1926,12,19,3,30,0,Z,40,-112, , , , , , , , , ,478,G,4,null,null
SRA,1927,1,7,9,30,0,Z,38.4,-97.7, , , , , , ,3.9,FA,BAR,480,G,4,null,null
SRA,1927,1,29,0,0,0,Z,40.9,-81.2, , , , , , , , , ,471,H,5,null,N
SRA,1927,2,2,1,30,0,Z,37.4,-89.7, , , , , , ,3.9,FA,BAR,487,F,4,null,null
SRA,1927,2,3,8,0,0,Z,36.7,-90.4, , , , , , ,3.8,FA,BAR,486,F,4,null,null
SRA,1927,2,11,3,40,0,Z,31.4,-110.9, , , , , , , , , ,516,G,2,null,null
SRA,1927,2,17,5,30,0,Z,40.8,-82.5, , , , , , , , , ,471,G,4,null,null
SRA,1927,3,9,4,8,0,Z,43.3,-71.4, , , , , , , , , ,474,G,5,null,null
SRA,1927,3,12,22,14,0,Z,44.6,-75.2, , , , , , , , , ,472,G,4,null,null
SRA,1927,3,14,14,15,0,Z,44.6,-75.4, , , , , , , , , ,472,G,4,null,null
SRA,1927,3,18,17,25,0,Z,39.9,-95.3, , , , , , , , , ,480,G,5,null,null
SRA,1927,3,24,21,10,0,Z,41.2,-104.8, , , , , , , , , ,460,G,3,null,null
SRA,1927,3,29,20,30,0,Z,43,-76.1, , , , , , , , , ,472,G,3,null,null
SRA,1927,3,30,0,0,0,Z,41.7,-72.8, , , , , , , , , ,476,G,4,null,null
SRA,1927,3,30,18,43,0,Z,46,-112, , , , , , , , , ,456,F,4,null,null
SRA,1927,3,31,21,0,0,Z,43,-76.1, , , , , , , , , ,472,G,3,null,null
SRA,1927,3,31,21,30,0,Z,43,-76.1, , , , , , , , , ,472,G,3,null,null
SRA,1927,4,18,10,30,0,Z,36.3,-89.5, , , , , , ,3.9,FA,BAR,486,G,4,null,null
SRA,1927,4,18,12,30,0,Z,36.3,-89.5, , , , , , ,3.9,FA,BAR,486,G,3,null,null
SRA,1927,4,30,2,15,0,Z,46.9,-102.1, , , , , , , , , ,461,G,3,null,null
SRA,1927,5,7,8,28,0,Z,35.7,-90.4, , , , , , ,4.7,FA,SG,502,F,6,null,null
SRA,1927,5,22,5,0,0,Z,38.8,-112.1, , , , , , , , , ,478,G,3,null,null
SRA,1927,6,1,12,20,0,Z,40.3,-74, , , , , , , , , ,494,G,7,null,null
SRA,1927,6,10,7,16,0,Z,38,-79, , , , , , , , , ,492,G,5,null,null
SRA,1927,6,16,12,0,0,Z,34.7,-86, , , , , , ,3.8,FA,BAR,507,G,5,null,null
SRA,1927,7,20,8,58,0,Z,36,-84, , , , , , , , , ,506,G,0,null,N
SRA,1927,8,7,0,0,0,Z,43.4,-113.5, , , , , , , , , ,457,G,0,F,null
SRA,1927,8,13,16,10,0,Z,36.4,-89.5, , , , , , ,4.4,FA,BAR,486,G,5,null,null
SRA,1927,8,20,0,0,0,Z,42.3,-71, , , , , , , , , ,476,H,4,null,null
SRA,1927,9,5,22,20,0,Z,32.7,-114.6, , , , , , , , , ,46,H,4,null,null
SRA,1927,10,8,4,30,0,Z,35.1,-85.3, , , , , , , , , ,506,G,3,null,null
SRA,1927,10,8,7,0,0,Z,35.1,-85.3, , , , , , , , , ,506,G,3,null,null
SRA,1927,10,8,12,56,0,Z,35.1,-85.3, , , , , , , , , ,506,G,5,null,null
SRA,1927,10,14,16,10,0,Z,41.6,-98.9, , , , , , ,3.5,FA,BAR,463,G,4,null,null
SRA,1927,10,24,11,0,0,Z,44.7,-73.7, , , , , , , , , ,472,G,4,null,null
SRA,1927,10,24,14,0,0,Z,46,-112, , , , , , , , , ,456,F,2,null,N
SRA,1927,10,27,0,0,0,Z,36.3,-76.2, , , , , , , , , ,512,G,4,null,null
SRA,1927,11,13,16,21,0,Z,32.8,-90.2, , , , , , ,3.8,FA,BAR,505,G,4,null,null
SRA,1927,11,23,0,50,0,Z,33.9,-78, , , , , , , , , ,511,G,4,null,null
SRA,1927,11,23,2,45,0,Z,37.3,-112.6, , , , , , , , , ,478,G,2,null,null
SRA,1927,11,23,9,30,0,Z,37.3,-112.6, , , , , , , , , ,478,G,2,null,null
SRA,1927,12,15,4,30,0,Z,29,-89.4, , , , , , ,3.9,FA,BAR,504,G,4,null,null
SRA,1928,1,13,19,50,0,Z,41.2,-71.6, , , , , , , , , ,476,G,4,null,null
SRA,1928,1,21,5,30,0,Z,45.3,-69, , , , , , , , , ,475,G,4,null,null
SRA,1928,1,23,9,19,0,Z,42,-90, , , , , , ,3.5,FA,BAR,466,G,4,null,null
SRA,1928,2,8,0,0,0,Z,45.3,-69, , , , , , , , , ,475,G,6,null,null
SRA,1928,2,9,0,0,0,Z,45.3,-69, , , , , , , , , ,475,G,4,null,null
SRA,1928,2,13,14,0,0,Z,43.5,-108.2, , , , , , , , , ,460,G,4,null,null
SRA,1928,2,17,5,29,0,Z,45.3,-69, , , , , , , , , ,475,G,3,null,null
SRA,1928,2,29,22,38,0,Z,46.6,-112, , , , , , ,4.9,ML,REN,456,G,4,null,null
SRA,1928,3,2,5,25,0,Z,45.5,-108.3, , , , , , , , , ,456,G,0,F,null
SRA,1928,3,7,2,45,0,Z,35.6,-86.9, , , , , , ,3.7,FA,BAR,506,G,2,null,null
SRA,1928,3,15,13,30,0,Z,34.4,-106.8, , , , , , , , , ,496,F,3,null,null
SRA,1928,3,15,17,40,0,Z,34.4,-106.8, , , , , , , , , ,496,F,4,null,null
SRA,1928,3,17,21,15,0,Z,38.6,-90.2, , , , , , ,3.3,FA,BAR,485,F,2,null,null
SRA,1928,3,18,15,20,0,Z,44.5,-74.3, , , , , , ,4.1,ML,EPB,472,G,6,null,null
SRA,1928,3,19,3,20,0,Z,44.5,-74.3, , , , , , , , , ,472,G,3,null,null
SRA,1928,3,22,13,30,0,Z,45.3,-69, , , , , , , , , ,475,G,4,null,null
SRA,1928,3,28,0,0,0,Z,45.3,-69, , , , , , , , , ,475,G,4,null,null
SRA,1928,3,29,0,0,0,Z,45.3,-69, , , , , , , , , ,475,G,3,null,null
SRA,1928,3,31,15,16,0,Z,43.7,-110.7, , , , , , , , , ,460,G,4,null,null
SRA,1928,4,15,11,0,0,Z,36.6,-89.5, , , , , , , , , ,486,F,4,null,null
SRA,1928,4,15,15,5,0,Z,37.4,-89.7, , , , , , , , , ,487,G,4,null,null
SRA,1928,4,20,9,40,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,4,23,11,0,0,Z,36.6,-89.2, , , , , , , , , ,486,G,4,null,null
SRA,1928,4,24,10,0,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,4,25,23,38,0,Z,44.5,-71.2, , , , , , , , , ,474,G,5,null,null
SRA,1928,4,28,22,7,0,Z,43.2,-71.5, , , , , , , , , ,474,G,4,null,null
SRA,1928,4,29,10,0,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,4,29,10,20,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,4,29,10,45,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,4,29,16,0,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,4,30,15,50,0,Z,37.8,-107, , , , , , , , , ,479,G,5,null,null
SRA,1928,5,1,9,22,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,5,1,9,25,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,5,1,9,35,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,5,1,12,20,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,5,3,19,40,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,5,4,10,0,0,Z,37.8,-107, , , , , , , , , ,479,G,4,null,null
SRA,1928,5,10,10,10,0,Z,37.8,-107, , , , , , , , , ,479,G,5,null,null
SRA,1928,5,22,0,24,0,Z,43.2,-71.5, , , , , , , , , ,474,G,2,null,null
SRA,1928,5,23,10,15,0,Z,30.8,-83.3, , , , , , , , , ,508,H,3,null,null
SRA,1928,5,26,0,0,0,Z,43.2,-71.7, , , , , , , , , ,474,H,2,null,null
SRA,1928,5,31,22,40,0,Z,36.6,-89.5, , , , , , , , , ,486,G,4,null,null
SRA,1928,6,2,9,0,0,Z,39.6,-110.8, , , , , , , , , ,478,G,2,null,null
SRA,1928,6,19,10,40,0,Z,43.7,-108.3, , , , , , , , , ,460,G,4,null,null
SRA,1928,6,22,4,7,0,Z,40.6,-75.5, , , , , , , , , ,473,F,4,null,N
SRA,1928,7,24,18,55,0,Z,46.6,-112, , , , , , , , , ,456,G,3,null,null
SRA,1928,8,30,9,10,0,Z,44.3,-68.6, , , , , , , , , ,475,G,2,null,null
SRA,1928,9,5,5,36,0, ,42.1,-115.2, , , , , , ,5.2,ML,REN,33,E,0,null,null
SRA,1928,9,9,21,0,0,Z,41.5,-82, , , , , , ,3.7,FA,BAR,471,G,5,null,null
SRA,1928,9,29,7,17,0,Z,38.1,-102.1, , , , , , , , , ,479,G,4,null,null
SRA,1928,10,15,0,0,0,Z,38.3,-75.1, , , , , , , , , ,493,G,4,null,null
SRA,1928,10,15,0,0,0,Z,45.1,-71.4, , , , , , , , , ,447,G,2,null,null
SRA,1928,10,17,0,30,0,Z,42.8,-71.6, , , , , , , , , ,476,G,3,null,null
SRA,1928,10,27,0,0,0,Z,40.4,-84.1, , , , , , ,3.2,FA,BAR,471,G,3,null,null
SRA,1928,10,30,11,45,0,Z,37.5,-77.5, , , , , , , , , ,492,G,4,null,null
SRA,1928,11,3,4,2,49, ,36.112,-82.828,5, , , , , ,4.5,Lg,DG,506,C,6,null,null
SRA,1928,11,5,4,0,0,Z,43.3,-71, , , , , , , , , ,474,G,2,null,null
SRA,1928,11,8,14,15,0,Z,39.5,-98.1, , , , , , , , , ,480,G,4,null,null
SRA,1928,11,10,6,20,0,Z,36.1,-91.1, , , , , , , , , ,484,H,4,null,null
SRA,1928,11,14,8,7,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1928,11,16,1,20,0,Z,41.7,-72.7, , , , , , , , , ,476,H,5,null,null
SRA,1928,11,16,13,45,0,Z,44.1,-103.7, , , , , , ,3.7,FA,BAR,462,G,5,null,null
SRA,1928,11,20,2,30,0,Z,45,-67.2, , , , , , , , , ,475,G,4,null,null
SRA,1928,11,20,3,45,0,Z,35.8,-82.3, , , , , , , , , ,512,F,4,null,null
SRA,1928,11,22,0,0,0,Z,34,-78, , , , , , , , , ,512,G,0,F,null
SRA,1928,12,1,0,0,0,Z,43.3,-71, , , , , , , , , ,474,G,2,null,null
SRA,1928,12,8,4,12,0,Z,41.8,-72.5, , , , , , , , , ,476,G,2,null,null
SRA,1928,12,12,19,7,0,Z,44.6,-69.6, , , , , , , , , ,475,G,2,null,null
SRA,1928,12,19,22,17,0,Z,32.9,-80, , , , , , , , , ,511,G,2,null,null
SRA,1928,12,23,2,30,0,Z,35.3,-80.3, , , , , , , , , ,512,G,4,null,null
SRA,1928,12,23,6,10,0,Z,47.6,-93.9, , , , , , , , , ,464,G,4,null,null
SRA,1928,12,25,2,0,0,Z,46.2,-67.9, , , , , , , , , ,451,G,2,null,null
SRA,1928,12,26,3,25,0,Z,36.1,-91.1, , , , , , , , , ,484,G,4,null,null
SRA,1929,1,3,12,5,0,Z,33.9,-80.3, , , , , , , , , ,511,G,4,null,null
SRA,1929,1,13,0,0,0,Z,43.3,-71, , , , , , , , , ,474,F,2,null,null
SRA,1929,1,15,2,45,0,Z,43.3,-71, , , , , , , , , ,474,F,3,null,null
SRA,1929,2,5,17,10,0,Z,43.3,-71.7, , , , , , , , , ,474,G,2,null,null
SRA,1929,2,5,19,9,0,Z,44,-70.3, , , , , , , , , ,475,G,4,null,null
SRA,1929,2,14,20,12,0,Z,38.3,-87.6, , , , , , ,3.6,FA,BAR,489,H,4,null,null
SRA,1929,2,16,3,0,0,Z,46.1,-111.3, , , , , , ,5.6,FA,MMT,456,G,5,null,null
SRA,1929,2,26,8,15,0,Z,37.6,-90.6, , , , , , , , , ,485,F,4,null,null
SRA,1929,3,8,9,6,0, ,40.4,-84.2, , , , , , ,4,FA,BAR,471,C,5,null,null
SRA,1929,3,29,0,0,0,Z,45.2,-67.3, , , , , , , , , ,475,G,2,null,null
SRA,1929,5,13,3,50,0,Z,36.4,-89.5, , , , , , ,3.7,FA,BAR,486,G,3,null,null
SRA,1929,5,31,12,30,0,Z,46.6,-112, , , , , , , , , ,456,G,4,null,null
SRA,1929,5,31,12,33,0,Z,46.6,-112, , , , , , , , , ,456,G,4,null,null
SRA,1929,6,5,7,0,0,Z,44.8,-74.3, , , , , , , , , ,472,G,3,null,null
SRA,1929,6,10,0,0,0,Z,41.5,-81.7, , , , , , , , , ,471,G,3,null,null
SRA,1929,6,11,12,0,0,Z,45.9,-111.3, , , , , , , , , ,456,G,3,null,null
SRA,1929,6,13,14,44,0,Z,30.7,-88, , , , , , , , , ,505,G,3,null,null
SRA,1929,7,28,17,0,0,Z,29,-89.4, , , , , , ,3.8,FA,BAR,504,G,4,null,null
SRA,1929,8,12,6,0,0,Z,42.2,-77.2, , , , , , , , , ,472,I,3,null,null
SRA,1929,8,12,8,45,0,Z,42.9,-78.4, , , , , , , , , ,472,H,3,null,null
SRA,1929,8,12,11,24,48, ,42.91,-78.402,9, , ,4.71,Mw,ST,5.2,Lg,ST,472,B,8,null,null
SRA,1929,9,17,4,45,0,Z,42.2,-71, , , , , , , , , ,476,H,2,null,null
SRA,1929,9,17,19,16,0,Z,41.6,-81.5, , , , , , , , , ,471,G,3,null,null
SRA,1929,9,23,10,0,0,Z,39,-96.6, , , , , , , , , ,480,G,4,null,null
SRA,1929,9,23,11,0,0,Z,39,-96.6, , , , , , ,4.2,FA,BAR,480,G,5,null,null
SRA,1929,9,30,16,15,0,Z,42.2,-111.2, , , , , , , , , ,457,G,2,null,null
SRA,1929,10,1,6,30,0,Z,42.2,-111.2, , , , , , , , , ,457,G,2,null,null
SRA,1929,10,1,8,0,0,Z,42.2,-111.2, , , , , , , , , ,457,G,3,null,null
SRA,1929,10,6,12,30,0,Z,42.8,-97.4, , , , , , ,3.5,FA,BAR,463,G,5,null,null
SRA,1929,10,8,12,20,0,Z,44,-70.2, , , , , , , , , ,475,G,3,null,null
SRA,1929,10,8,12,30,0,Z,44,-70.2, , , , , , , , , ,475,G,3,null,null
SRA,1929,10,9,0,30,0,Z,44.5,-69.5, , , , , , , , , ,475,G,3,null,null
SRA,1929,10,21,21,25,0,Z,39.2,-96.5, , , , , , ,4,FA,BAR,480,G,5,null,null
SRA,1929,10,23,0,0,0,Z,39,-96.8, , , , , , , , , ,480,G,3,null,null
SRA,1929,10,28,2,15,0,Z,34.3,-82.4, , , , , , , , , ,511,G,4,null,null
SRA,1929,11,20,0,0,0,Z,36.2,-86.8, , , , , , , , , ,506,G,0,null,N
SRA,1929,11,27,4,20,0,Z,37.2,-99.7, , , , , , , , , ,480,G,4,null,null
SRA,1929,12,2,22,14,0,Z,42.8,-78.3, , , , , , , , , ,472,F,4,null,null
SRA,1929,12,3,12,50,0,Z,42.8,-78.3, , , , , , , , , ,472,F,4,null,null
SRA,1929,12,5,15,0,0,Z,44.8,-69.7, , , , , , , , , ,475,G,2,null,null
SRA,1929,12,7,8,2,0,Z,39.2,-96.5, , , , , , ,3.6,FA,BAR,480,G,5,null,null
SRA,1929,12,26,2,56,0,Z,38.1,-78.5, , , , , , , , , ,492,G,6,null,null
SRA,1929,12,26,5,0,0,Z,38.1,-78.5, , , , , , , , , ,492,G,4,null,null
SRA,1929,12,28,0,30,0,Z,35.5,-98, , , , , , ,4,FA,BAR,499,F,6,null,null
