source,year,month,day,hour,minute,second,epicenter constraint,latitude,longitude,depth,mb,Ms,mag_1,mag_type_1,mag_source_1,mag_2,mag_type_2,mag_source_2,FE  region,precision,MMI,felt,non-tectonic flag
SRA,1568,1,1,0,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,6,null,null
SRA,1574,1,1,0,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,5,null,null
SRA,1584,1,1,0,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,5,null,null
SRA,1592,1,1,0,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,5,null,null
SRA,1627,1,1,0,0,0,Z,42.6,-70.8, , , , , , , , , ,476,I,6,null,null
SRA,1638,7,1,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,I,3,null,null
SRA,1639,1,25,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,I,3,null,null
SRA,1643,3,15,12,0,0,Z,42.8,-70.8, , , , , , , , , ,476,I,5,null,null
SRA,1643,6,11,18,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1644,3,14,0,0,0,Z,41.9,-70.6, , , , , , , , , ,476,I,2,null,null
SRA,1653,11,8,0,0,0,Z,42.6,-70.9, , , , , , , , , ,476,I,4,null,null
SRA,1658,4,14,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,I,5,null,null
SRA,1662,2,5,23,0,0,Z,41.9,-70.6, , , , , , , , , ,476,I,2,null,null
SRA,1668,4,3,14,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,4,null,null
SRA,1668,6,26,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1669,11,30,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1670,1,1,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1677,12,13,0,0,0,Z,41.1,-73.5, , , , , , , , , ,472,H,4,null,null
SRA,1685,2,18,0,0,0,Z,42.7,-70.8, , , , , , , , , ,476,I,4,null,null
SRA,1688,9,7,0,0,0,Z,41.7,-72.9, , , , , , , , , ,476,H,2,null,null
SRA,1698,1,1,0,0,0,Z,41.4,-73.5, , , , , , , , , ,472,H,4,null,null
SRA,1698,3,5,0,0,0,Z,32.9,-80, , , , , , , , , ,511,G,3,null,null
SRA,1699,12,25,19,0,0,Z,34.9,-90.3, , , , , , , , , ,505,I,4,null,null
SRA,1701,2,10,0,0,0,Z,42.6,-70.9, , , , , , , , , ,476,I,3,null,null
SRA,1701,3,8,0,0,0,Z,42.6,-70.9, , , , , , , , , ,476,I,3,null,null
SRA,1702,1,1,0,0,0,Z,41.4,-73.5, , , , , , , , , ,472,H,4,null,null
SRA,1705,6,27,0,0,0,Z,42.4,-71.1, , , , , , , , , ,476,I,4,null,null
SRA,1706,1,1,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1711,1,1,0,0,0,Z,41.4,-73.5, , , , , , , , , ,472,H,4,null,null
SRA,1721,1,19,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1724,6,23,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1724,8,16,9,30,0,Z,40,-75.1, , , , , , , , , ,473,I,4,null,null
SRA,1727,11,10,3,40,0,Z,42.8,-70.8, , , , , , , , , ,476,G,7,null,null
SRA,1727,11,10,4,35,0,Z,42.8,-70.8, , , , , , , , , ,476,I,4,null,null
SRA,1727,11,10,7,15,0,Z,42.8,-70.8, , , , , , , , , ,476,I,4,null,null
SRA,1727,11,14,22,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,5,null,null
SRA,1727,11,18,16,20,0,Z,42.8,-70.8, , , , , , , , , ,476,I,5,null,null
SRA,1727,11,23,20,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1727,11,23,21,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1727,11,24,10,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1727,11,27,19,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1727,12,1,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1727,12,16,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1727,12,19,15,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1727,12,29,3,30,0,Z,42.8,-70.8, , , , , , , , , ,476,I,6,null,null
SRA,1727,12,29,9,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,1,5,3,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,6,null,null
SRA,1728,1,12,0,0,0,Z,43.6,-71.1, , , , , , , , , ,474,H,3,null,null
SRA,1728,1,15,2,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,1,18,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,1,18,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,1,18,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,1,18,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,1,18,2,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,2,5,2,30,0,Z,42.8,-70.8, , , , , , , , , ,476,I,4,null,null
SRA,1728,2,8,11,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,2,9,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,2,9,6,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,2,10,18,50,0,Z,42.8,-70.8, , , , , , , , , ,476,H,6,null,null
SRA,1728,2,10,20,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,3,3,5,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,3,11,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,3,28,8,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,3,30,18,40,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,3,31,2,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,4,1,2,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,5,9,22,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,5,16,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,5,24,2,40,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,5,29,1,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,6,2,15,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,6,5,4,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1728,6,17,8,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,6,19,8,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,6,22,14,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,7,14,7,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1728,7,30,15,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,8,3,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1728,9,25,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1729,2,10,14,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,5,null,null
SRA,1729,3,30,0,0,0,Z,41.4,-73.5, , , , , , , , , ,472,H,2,null,null
SRA,1729,3,30,19,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1729,8,6,0,0,0,Z,41.4,-73.5, , , , , , , , , ,472,H,4,null,null
SRA,1729,9,19,20,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1729,10,10,21,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1729,11,10,3,40,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1729,11,25,13,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1729,12,9,1,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,5,null,null
SRA,1730,2,20,1,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1730,2,20,5,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1730,3,9,6,45,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1730,4,24,1,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1730,8,8,14,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1730,8,26,13,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1730,11,17,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1730,11,25,14,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1730,12,7,1,20,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1730,12,18,3,45,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1730,12,22,23,45,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1730,12,24,3,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,5,null,null
SRA,1731,1,13,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1731,1,19,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1731,1,23,5,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1731,3,18,22,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1731,6,8,14,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1731,7,16,10,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1731,9,2,2,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1731,10,13,4,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1732,2,19,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1732,12,1,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1733,1,10,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1733,3,12,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1733,10,10,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1733,10,31,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1734,1,28,3,20,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1734,7,10,20,15,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1734,10,20,15,20,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1734,11,23,5,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1734,11,27,11,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1735,3,8,0,0,0,Z,35.5,-76.8, , , , , , , , , ,512,G,0,F,null
SRA,1736,2,13,22,45,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1736,4,1,15,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1736,7,24,14,45,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1736,10,12,6,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1736,11,23,7,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1736,11,23,11,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1737,2,17,21,15,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1737,9,20,15,20,0,Z,42.8,-70.8, , , , , , , , , ,476,H,5,null,null
SRA,1737,12,19,3,45,0,Z,40.8,-74, , , , , , , , , ,494,H,7,null,null
SRA,1739,8,13,7,30,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1740,12,25,11,35,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1741,1,29,9,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1741,2,5,20,50,0,Z,42.8,-70.8, , , , , , , , , ,476,H,4,null,null
SRA,1741,6,24,15,35,0,Z,42.2,-71.2, , , , , , , , , ,476,H,5,null,null
SRA,1741,12,17,13,0,0,Z,42.3,-71.2, , , , , , , , , ,476,H,4,null,null
SRA,1744,6,13,0,0,0,Z,42.3,-71.2, , , , , , , , , ,476,I,2,null,null
SRA,1744,6,14,0,0,0,Z,42.6,-70.9, , , , , , , , , ,476,H,2,null,null
SRA,1744,6,14,0,0,0,Z,42.6,-70.9, , , , , , , , , ,476,H,2,null,null
SRA,1744,6,14,15,15,0,Z,42.6,-70.9, , , , , , , , , ,476,H,6,null,null
SRA,1744,6,14,22,0,0,Z,42.5,-70.9, , , , , , , , , ,476,H,4,null,null
SRA,1744,6,15,0,0,0,Z,42.6,-70.9, , , , , , , , , ,476,H,2,null,null
SRA,1744,7,1,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,H,5,null,null
SRA,1744,7,9,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,H,3,null,null
SRA,1744,12,23,17,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,2,null,null
SRA,1745,1,3,17,0,0,Z,42.8,-70.8, , , , , , , , , ,476,H,3,null,null
SRA,1745,6,12,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,2,null,null
SRA,1746,2,14,2,0,0,Z,42.3,-71.1, , , , , , , , , ,476,H,3,null,null
SRA,1747,8,25,0,0,0,Z,43.2,-70.9, , , , , , , , , ,475,H,3,null,null
SRA,1751,7,21,0,0,0,Z,43.2,-70.9, , , , , , , , , ,475,H,3,null,null
SRA,1752,12,17,23,0,0,Z,38.98,-75.9, , , , , , , , , ,493,G,4,null,null
SRA,1752,12,17,23,30,0,Z,40,-76.3, , , , , , ,3.6,FA,AS,473,F,4,null,null
SRA,1754,5,19,16,0,0,Z,32.9,-80, , , , , , , , , ,511,G,3,null,null
SRA,1755,11,1,0,0,0,Z,33.4,-79.3, , , , , , , , , ,511,H,3,null,null
SRA,1755,11,18,9,11,35,Z,42.7,-70.3, , , , , , , , , ,476,H,8,null,null
SRA,1755,11,18,10,29,0,Z,42.7,-70.3, , , , , , , , , ,476,H,4,null,null
SRA,1755,11,23,1,27,0,Z,42.7,-70.3, , , , , , , , , ,476,H,5,null,null
SRA,1755,11,27,1,0,0,Z,40,-75.1, , , , , , , , , ,473,I,3,null,null
SRA,1755,12,20,3,0,0,Z,42.7,-70.3, , , , , , , , , ,476,H,4,null,null
SRA,1756,1,2,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,H,3,null,null
SRA,1756,11,16,9,0,0,Z,42.3,-71.1, , , , , , , , , ,476,H,3,null,null
SRA,1756,12,5,3,0,0,Z,42.3,-71.1, , , , , , , , , ,476,H,3,null,null
SRA,1757,2,7,0,0,0,Z,32.9,-80, , , , , , , , , ,511,G,3,null,null
SRA,1757,7,8,19,15,0,Z,42.3,-71.1, , , , , , , , , ,476,H,4,null,null
SRA,1758,3,23,3,30,0,Z,40,-75.1, , , , , , , , , ,473,I,3,null,null
SRA,1758,4,25,2,30,0,Z,38.9,-76.5, , , , , , , , , ,493,H,0,F,null
SRA,1759,2,2,7,0,0,Z,42.3,-71, , , , , , , , , ,476,H,4,null,null
SRA,1760,2,3,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,H,2,null,null
SRA,1760,11,9,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,3,null,null
SRA,1761,2,1,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,3,null,null
SRA,1761,3,12,7,15,0,Z,42.5,-71, , , , , , , , , ,476,H,5,null,null
SRA,1761,3,16,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,H,4,null,null
SRA,1761,11,2,1,0,0,Z,43.1,-71.5, , , , , , , , , ,474,H,5,null,null
SRA,1763,3,22,0,0,0,Z,39.9,-75.3, , , , , , , , , ,493,H,3,null,null
SRA,1763,10,30,21,15,0,Z,40,-75.1, , , , , , , , , ,473,H,4,null,null
SRA,1766,1,23,10,0,0,Z,43.7,-70.3, , , , , , , , , ,475,I,5,null,null
SRA,1766,1,24,0,0,0,Z,43.7,-70.3, , , , , , , , , ,475,I,2,null,null
SRA,1766,2,2,0,0,0,Z,42,-68, , , , , , , , , ,477,I,6,null,null
SRA,1766,6,14,0,0,0,Z,42.7,-70.9, , , , , , , , , ,476,H,3,null,null
SRA,1766,8,25,0,0,0,Z,41.5,-71.3, , , , , , , , , ,476,I,5,null,null
SRA,1766,11,23,0,0,0,Z,32.9,-80, , , , , , , , , ,511,G,0,null,N
SRA,1766,12,17,11,48,0,Z,43.1,-70.8, , , , , , , , , ,475,H,4,null,null
SRA,1769,10,19,0,0,0,Z,43.7,-70.3, , , , , , , , , ,475,I,4,null,null
SRA,1769,10,19,17,0,0,Z,43.7,-70.3, , , , , , , , , ,475,I,4,null,null
SRA,1772,4,25,13,0,0,Z,39.8,-75.2, , , , , , , , , ,493,H,4,null,null
SRA,1772,8,15,0,0,0,Z,44.4,-71.1, , , , , , , , , ,474,H,2,null,null
SRA,1774,2,21,19,11,0,Z,37.2,-77.4, , , , , , , , , ,492,G,6,null,null
SRA,1774,2,21,19,45,0,Z,37.2,-77.4, , , , , , , , , ,492,G,5,null,null
SRA,1774,2,22,19,0,0,Z,37.2,-77.4, , , , , , , , , ,492,G,4,null,null
SRA,1775,3,16,19,15,0,Z,37.7,-78.8, , , , , , , , , ,492,H,4,null,null
SRA,1775,3,17,0,15,0,Z,37.7,-78.8, , , , , , , , , ,492,H,3,null,null
SRA,1775,8,30,7,0,0,Z,37.7,-78.8, , , , , , , , , ,492,H,3,null,null
SRA,1775,9,8,0,0,0,Z,44.1,-70.2, , , , , , , , , ,475,I,2,null,null
SRA,1776,1,1,14,0,0,Z,39.6,-81.9, , , , , , , , , ,471,I,6,null,null
SRA,1776,2,7,0,0,0,Z,41.7,-71.4, , , , , , , , , ,476,H,2,null,null
SRA,1776,11,5,0,0,0,Z,35.2,-83, , , , , , , , , ,512,G,4,null,null
SRA,1777,9,14,0,0,0,Z,43,-71.5, , , , , , , , , ,474,H,2,null,null
SRA,1777,11,16,7,0,0,Z,36,-84, , , , , , , , , ,506,G,4,null,null
SRA,1777,11,22,0,0,0,Z,40,-75.1, , , , , , , , , ,473,H,3,null,null
SRA,1777,11,23,12,0,0,Z,39.9,-75.3, , , , , , , , , ,493,H,3,null,null
SRA,1779,1,1,0,0,0,Z,37,-85, , , , , , , , , ,490,I,0,F,null
SRA,1780,2,6,0,0,0,Z,30.4,-87.2, , , , , , , , , ,508,G,6,null,null
SRA,1780,11,29,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,H,4,null,null
SRA,1783,11,24,0,0,0,Z,41,-74.5, , , , , , , , , ,472,H,4,null,null
SRA,1783,11,30,2,0,0,Z,41,-74.5, , , , , , , , , ,472,H,4,null,null
SRA,1783,11,30,3,50,0,Z,41,-74.5, , , , , , , , , ,472,H,6,null,null
SRA,1783,11,30,7,0,0,Z,41,-74.5, , , , , , , , , ,472,H,4,null,null
SRA,1786,11,29,21,0,0,Z,42.4,-71.1, , , , , , , , , ,476,I,3,null,null
SRA,1787,2,25,6,0,0,Z,42.4,-71.1, , , , , , , , , ,476,I,3,null,null
SRA,1787,11,9,0,0,0,Z,36.1,-80.2, , , , , , , , , ,512,G,3,null,null
SRA,1789,11,19,11,0,0,Z,38.3,-77.5, , , , , , , , , ,492,G,3,null,null
SRA,1791,1,13,9,0,0,Z,37.7,-78.8, , , , , , , , , ,492,H,4,null,null
SRA,1791,1,15,10,0,0,Z,37.5,-77.5, , , , , , , , , ,492,G,4,null,null
SRA,1791,5,16,13,0,0,Z,41.5,-72.5, , , , , , , , , ,476,G,7,null,null
SRA,1791,5,19,3,0,0,Z,41.5,-72.4, , , , , , , , , ,476,G,4,null,null
SRA,1792,1,10,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,I,2,null,null
SRA,1792,4,13,0,0,0,Z,37.5,-87, , , , , , , , , ,490,I,0,F,null
SRA,1792,8,12,2,0,0,Z,36.1,-80.2, , , , , , , , , ,512,I,0,null,N
SRA,1792,8,29,3,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1792,10,24,6,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1793,1,11,13,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1793,4,20,0,0,0,Z,46.8,-89.8, , , , , , , , , ,468,H,0,F,null
SRA,1793,7,6,11,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1794,3,6,19,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1794,3,7,4,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1794,3,9,19,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1794,3,10,4,0,0,Z,41.5,-72.5, , , , , , , , , ,476,H,4,null,null
SRA,1795,1,8,9,0,0,Z,37.9,-89.9, , , , , , , , , ,487,H,5,null,null
SRA,1795,2,12,1,0,0,Z,38.3,-77.5, , , , , , , , , ,492,G,3,null,null
SRA,1798,1,11,7,30,0,Z,40,-76.3, , , , , , , , , ,473,G,4,null,null
SRA,1799,4,4,0,0,0,Z,32.9,-80, , , , , , , , , ,511,G,5,null,null
SRA,1799,4,11,8,20,0,Z,32.9,-80, , , , , , , , , ,511,G,5,null,null
SRA,1799,4,11,19,55,0,Z,32.9,-80, , , , , , , , , ,511,G,5,null,null
SRA,1800,3,17,0,0,0,Z,40,-75.1, , , , , , , , , ,473,H,2,null,null
SRA,1800,11,11,0,0,0,Z,42.3,-71.1, , , , , , , , , ,476,I,3,null,null
SRA,1800,11,20,10,0,0,Z,40,-76.3, , , , , , ,4.1,FA,AS,473,G,5,null,null
SRA,1800,11,29,0,0,0,Z,40,-75.1, , , , , , , , , ,473,H,5,null,null
SRA,1800,12,20,0,0,0,Z,43.7,-72.3, , , , , , , , , ,474,H,4,null,null
SRA,1800,12,25,0,0,0,Z,41.9,-71.1, , , , , , , , , ,476,H,6,null,null
SRA,1801,1,27,20,40,0,Z,40,-76.3, , , , , , , , , ,473,F,4,null,null
SRA,1801,2,11,2,0,0,Z,37.4,-79.2, , , , , , , , , ,492,I,3,null,N
SRA,1801,3,1,20,30,0,Z,43.1,-70.8, , , , , , , , , ,475,H,4,null,null
SRA,1801,11,12,0,0,0,Z,40,-75.1, , , , , , , , , ,473,H,3,null,null
SRA,1802,2,21,0,0,0,Z,44,-69, , , , , , , , , ,475,I,2,null,null
SRA,1802,8,23,10,0,0,Z,37.4,-79.1, , , , , , , , , ,492,H,5,null,null
SRA,1803,1,18,14,50,0,Z,42.5,-70.9, , , , , , , , , ,476,H,4,null,null
SRA,1804,2,8,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,I,2,null,null
SRA,1804,5,18,0,0,0,Z,40.7,-74, , , , , , , , , ,494,H,3,null,null
SRA,1804,8,20,20,10,0,Z,42,-87.8, , , , , , ,4.5,FA,BAR,467,G,6,null,null
SRA,1805,2,7,0,0,0,Z,44.3,-69.8, , , , , , , , , ,475,I,2,null,null
SRA,1805,4,6,19,15,0,Z,42.5,-70.9, , , , , , , , , ,476,H,4,null,null
SRA,1805,4,25,0,0,0,Z,42.5,-70.9, , , , , , , , , ,476,I,4,null,null
SRA,1805,5,12,0,0,0,Z,42.8,-70.8, , , , , , , , , ,476,I,2,null,null
SRA,1805,6,12,12,30,0,Z,44.5,-69, , , , , , , , , ,475,I,4,null,null
SRA,1805,7,4,0,0,0,Z,47.5,-111.3, , , , , , , , , ,456,H,0,F,null
SRA,1805,8,12,0,0,0,Z,41.5,-72.4, , , , , , , , , ,476,H,4,null,null
SRA,1805,12,30,11,0,0,Z,41.5,-72.4, , , , , , , , , ,476,H,4,null,null
SRA,1806,6,13,0,0,0,Z,44,-69.9, , , , , , , , , ,475,I,2,null,null
SRA,1807,1,12,0,0,0,Z,42.3,-72.6, , , , , , , , , ,476,I,2,null,null
SRA,1807,1,14,4,0,0,Z,43,-71.1, , , , , , , , , ,474,H,4,null,null
SRA,1807,2,22,19,0,0,Z,43.7,-70.5, , , , , , , , , ,475,I,3,null,null
SRA,1807,5,1,9,0,0,Z,37.4,-79.1, , , , , , , , , ,492,H,5,null,null
SRA,1807,5,6,18,0,0,Z,43.5,-70.5, , , , , , , , , ,475,I,4,null,null
SRA,1808,6,26,7,55,0,Z,44.4,-69, , , , , , , , , ,475,I,5,null,null
SRA,1808,12,13,10,30,0,Z,35.8,-78.6, , , , , , , , , ,512,G,3,null,null
SRA,1810,11,10,2,15,0,Z,43,-70.8, , , , , , , , , ,475,H,6,null,null
SRA,1811,7,1,0,0,0,Z,41.5,-72.4, , , , , , , , , ,476,H,3,null,null
SRA,1811,11,27,8,0,0,Z,36.1,-80.2, , , , , , , , , ,512,G,4,null,null
SRA,1811,12,9,1,0,0,Z,40,-75.1, , , , , , , , , ,473,H,3,null,null
SRA,1811,12,16,8,15,0,Z,35.4,-90.4, , , , , , ,7.2,FA,NU,502,G,0,null,null
SRA,1811,12,16,8,30,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,16,9,34,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,16,13,20,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,16,13,30,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,16,14,15,0,Z,35.4,-90.4, , , , , , ,7,FA,NU,502,G,0,null,null
SRA,1811,12,16,17,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,17,11,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,17,13,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,17,18,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,18,1,30,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,18,8,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,18,9,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,18,12,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,19,0,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
SRA,1811,12,19,3,0,0,Z,35.4,-90.4, , , , , , , , , ,502,G,0,F,null
